geometry,tile,year,label,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63
POINT (-61.248887786073006 -9.982034521371917),C51L34,2024,CORTE SELETIVO,-0.08882737408688965,-0.004982698961937716,-0.10340638216070744,-0.01574778931180315,-0.041584006151480196,0.05536332179930796,-0.019930795847750864,0.13588619761630144,-0.11374086889657825,0.10340638216070744,0.03254133025759323,0.16000000000000003,-0.012056901191849288,-0.03543252595155709,-0.03844675124951941,-0.17279507881584008,-0.14769703960015382,0.044844290657439445,0.01574778931180315,0.004982698961937716,0.12456747404844293,0.05536332179930796,0.0271280276816609,0.3553094963475586,0.03844675124951941,0.01574778931180315,0.21413302575932336,0.09356401384083046,0.044844290657439445,-0.17937716262975778,0.17937716262975778,-0.08421376393694734,-0.05911572472126105,0.06698961937716265,-0.13588619761630144,0.08421376393694734,-0.07535563244905807,-0.03254133025759323,-0.31009611687812383,0.022206843521722412,-0.12456747404844293,0.2288965782391388,0.11909265667051133,0.0629911572472126,0.08882737408688965,0.07535563244905807,-0.10340638216070744,-0.19986159169550174,-0.11374086889657825,-0.022206843521722412,0.14173010380622836,0.03254133025759323,0.01384083044982699,0.17279507881584008,0.044844290657439445,0.15378700499807765,0.03543252595155709,0.002214532871972318,0.28444444444444444,0.007443291041906958,0.12456747404844293,-0.17279507881584008,0.05536332179930796,-0.2519646289888504
POINT (-61.23137063803268 -9.979249743991145),C51L34,2024,CORTE SELETIVO,-0.09356401384083046,-0.024605920799692427,-0.14769703960015382,-0.07972318339100345,-0.07535563244905807,-0.07111111111111111,-0.05173394848135333,0.14769703960015382,-0.05911572472126105,0.09356401384083046,0.029773164167627833,0.13588619761630144,0.044844290657439445,-0.05911572472126105,-0.0271280276816609,-0.13016532103037293,-0.13588619761630144,-0.03543252595155709,0.08882737408688965,-0.11909265667051133,0.14769703960015382,0.012056901191849288,0.1929104190695886,0.3188927335640138,0.044844290657439445,0.03543252595155709,0.21413302575932336,0.03844675124951941,0.05911572472126105,-0.16633602460592078,0.1929104190695886,-0.186082276047674,-0.13016532103037293,-0.044844290657439445,-0.09842368319876971,-0.019930795847750864,-0.11909265667051133,0.0271280276816609,-0.2599000384467512,0.0271280276816609,-0.0271280276816609,0.2288965782391388,0.12456747404844293,-0.03844675124951941,0.19986159169550174,-0.041584006151480196,-0.13016532103037293,-0.044844290657439445,-0.03543252595155709,-0.07111111111111111,0.2761399461745483,0.05173394848135333,0.022206843521722412,0.13016532103037293,0.003936947327950788,0.16000000000000003,0.10340638216070744,-0.002214532871972318,0.19986159169550174,0.010396001537870049,0.16633602460592078,-0.24415224913494812,0.041584006151480196,-0.09842368319876971
POINT (-61.23631137209534 -9.977542944951319),C51L34,2024,CORTE SELETIVO,-0.11909265667051133,0.0015378700499807767,-0.2288965782391388,-0.07111111111111111,-0.08421376393694734,-0.10340638216070744,-0.07111111111111111,0.19986159169550174,-0.07972318339100345,0.06698961937716265,-0.006151480199923107,0.05173394848135333,0.04822760476739715,-0.05173394848135333,-0.010396001537870049,-0.13588619761630144,-0.11374086889657825,-0.07111111111111111,0.05173394848135333,-0.08882737408688965,0.14173010380622836,-0.024605920799692427,0.14173010380622836,0.29287197231833906,0.07111111111111111,0.1085121107266436,0.28444444444444444,-0.007443291041906958,0.03844675124951941,-0.11909265667051133,0.2069357939254133,-0.186082276047674,-0.07111111111111111,-0.05911572472126105,-0.13588619761630144,-0.04822760476739715,-0.10340638216070744,0.044844290657439445,-0.22145328719723184,-0.000984236831987697,-0.019930795847750864,0.1929104190695886,0.10340638216070744,-0.024605920799692427,0.19986159169550174,-0.044844290657439445,-0.11909265667051133,0.017777777777777778,-0.044844290657439445,-0.0629911572472126,0.22145328719723184,0.024605920799692427,0.00024605920799692423,0.21413302575932336,0.03254133025759323,0.15378700499807765,0.1085121107266436,0.008858131487889272,0.19986159169550174,-0.022206843521722412,0.17279507881584008,-0.2679584775086506,0.010396001537870049,-0.05911572472126105
POINT (-61.238197834191986 -9.969727601979478),C51L34,2024,CORTE SELETIVO,-0.0629911572472126,-0.044844290657439445,-0.17937716262975778,-0.05536332179930796,-0.05911572472126105,-0.07972318339100345,-0.010396001537870049,0.16000000000000003,-0.13016532103037293,0.12456747404844293,0.010396001537870049,0.13588619761630144,0.012056901191849288,-0.024605920799692427,-0.08882737408688965,-0.17279507881584008,-0.16633602460592078,-0.03254133025759323,0.07111111111111111,-0.024605920799692427,0.17279507881584008,0.0271280276816609,0.17937716262975778,0.33685505574778934,0.05536332179930796,-0.006151480199923107,0.21413302575932336,0.022206843521722412,0.01574778931180315,-0.17937716262975778,0.22145328719723184,-0.16633602460592078,-0.11909265667051133,-0.06698961937716265,-0.12456747404844293,0.010396001537870049,-0.07972318339100345,-0.022206843521722412,-0.24415224913494812,0.019930795847750864,-0.08882737408688965,0.21413302575932336,0.13016532103037293,-0.03543252595155709,0.16633602460592078,0.003936947327950788,-0.12456747404844293,-0.09842368319876971,-0.09842368319876971,-0.017777777777777778,0.19986159169550174,0.0271280276816609,0.0271280276816609,0.12456747404844293,-0.012056901191849288,0.1929104190695886,0.05536332179930796,-0.0015378700499807767,0.17937716262975778,0.022206843521722412,0.15378700499807765,-0.2364628988850442,0.022206843521722412,-0.13588619761630144
POINT (-61.23891648641928 -9.969637770451067),C51L34,2024,CORTE SELETIVO,-0.07111111111111111,-0.017777777777777778,-0.17937716262975778,-0.07111111111111111,-0.06698961937716265,-0.06698961937716265,-0.01574778931180315,0.15378700499807765,-0.08421376393694734,0.10340638216070744,0.0271280276816609,0.11374086889657825,0.044844290657439445,-0.044844290657439445,-0.029773164167627833,-0.15378700499807765,-0.13588619761630144,-0.0629911572472126,0.08421376393694734,-0.08882737408688965,0.16633602460592078,0.006151480199923107,0.21413302575932336,0.31009611687812383,0.041584006151480196,0.044844290657439445,0.24415224913494812,-0.006151480199923107,0.044844290657439445,-0.14769703960015382,0.1929104190695886,-0.16633602460592078,-0.12456747404844293,-0.07111111111111111,-0.09356401384083046,-0.006151480199923107,-0.13016532103037293,0.017777777777777778,-0.2519646289888504,0.017777777777777778,-0.024605920799692427,0.22145328719723184,0.11374086889657825,-0.044844290657439445,0.21413302575932336,-0.04822760476739715,-0.11374086889657825,-0.05911572472126105,-0.04822760476739715,-0.05173394848135333,0.24415224913494812,0.03543252595155709,-6.151480199923106e-05,0.17279507881584008,-0.004982698961937716,0.16000000000000003,0.10340638216070744,-0.007443291041906958,0.2069357939254133,-0.002214532871972318,0.14769703960015382,-0.24415224913494812,0.04822760476739715,-0.07972318339100345
POINT (-61.23918598100452 -9.969458107394244),C51L34,2024,CORTE SELETIVO,-0.09356401384083046,0.019930795847750864,-0.16000000000000003,-0.04822760476739715,-0.07111111111111111,-0.05536332179930796,-0.008858131487889272,0.16000000000000003,-0.07535563244905807,0.10340638216070744,0.041584006151480196,0.11909265667051133,0.04822760476739715,-0.08882737408688965,0.0015378700499807767,-0.14769703960015382,-0.14173010380622836,-0.0629911572472126,0.07111111111111111,-0.07972318339100345,0.16000000000000003,-0.002214532871972318,0.1929104190695886,0.33685505574778934,0.03543252595155709,0.07111111111111111,0.2599000384467512,-0.012056901191849288,0.05173394848135333,-0.14769703960015382,0.186082276047674,-0.14769703960015382,-0.08421376393694734,-0.041584006151480196,-0.07535563244905807,0.003014225297962322,-0.1085121107266436,0.007443291041906958,-0.2761399461745483,-0.00024605920799692423,-0.0271280276816609,0.21413302575932336,0.08882737408688965,-0.029773164167627833,0.22145328719723184,-0.03254133025759323,-0.10340638216070744,-0.06698961937716265,-0.041584006151480196,-0.044844290657439445,0.24415224913494812,0.022206843521722412,-0.0271280276816609,0.17937716262975778,0.01574778931180315,0.14769703960015382,0.1085121107266436,-0.0271280276816609,0.2288965782391388,-0.017777777777777778,0.11909265667051133,-0.2519646289888504,0.06698961937716265,-0.09356401384083046
POINT (-61.23918598100452 -9.96927844433742),C51L34,2024,CORTE SELETIVO,-0.07535563244905807,0.003936947327950788,-0.14769703960015382,-0.07111111111111111,-0.06698961937716265,-0.03543252595155709,0.0015378700499807767,0.15378700499807765,-0.05173394848135333,0.08882737408688965,0.05173394848135333,0.14173010380622836,0.06698961937716265,-0.07535563244905807,-0.01574778931180315,-0.13588619761630144,-0.15378700499807765,-0.05173394848135333,0.07111111111111111,-0.1085121107266436,0.13588619761630144,0.03254133025759323,0.16000000000000003,0.33685505574778934,-0.0005536332179930795,0.041584006151480196,0.2364628988850442,0.0271280276816609,0.07111111111111111,-0.16000000000000003,0.186082276047674,-0.13588619761630144,-0.10340638216070744,-0.017777777777777778,-0.08882737408688965,0.03254133025759323,-0.11374086889657825,0.024605920799692427,-0.2761399461745483,0.03844675124951941,-0.0271280276816609,0.2599000384467512,0.11909265667051133,-0.019930795847750864,0.22145328719723184,-0.03254133025759323,-0.14173010380622836,-0.09842368319876971,-0.05536332179930796,-0.0629911572472126,0.22145328719723184,0.0271280276816609,-0.017777777777777778,0.17279507881584008,-0.017777777777777778,0.16000000000000003,0.10340638216070744,-0.029773164167627833,0.22145328719723184,0.003936947327950788,0.09842368319876971,-0.24415224913494812,0.06698961937716265,-0.11909265667051133
POINT (-61.23747918196469 -9.96927844433742),C51L34,2024,CORTE SELETIVO,-0.08421376393694734,-0.05911572472126105,-0.2069357939254133,-0.017777777777777778,-0.06698961937716265,-0.09356401384083046,-0.019930795847750864,0.186082276047674,-0.14173010380622836,0.12456747404844293,-0.029773164167627833,0.13588619761630144,0.03254133025759323,-0.0271280276816609,-0.10340638216070744,-0.14769703960015382,-0.17279507881584008,-0.017777777777777778,0.019930795847750864,0.044844290657439445,0.1929104190695886,0.05173394848135333,0.09356401384083046,0.3553094963475586,0.06698961937716265,-0.002214532871972318,0.2519646289888504,0.029773164167627833,0.01574778931180315,-0.17279507881584008,0.24415224913494812,-0.15378700499807765,-0.08421376393694734,-0.07535563244905807,-0.16000000000000003,0.01574778931180315,-0.05173394848135333,-0.0271280276816609,-0.21413302575932336,0.008858131487889272,-0.13588619761630144,0.2069357939254133,0.13016532103037293,-0.029773164167627833,0.13016532103037293,0.05911572472126105,-0.12456747404844293,-0.06698961937716265,-0.14173010380622836,-0.006151480199923107,0.14769703960015382,-0.006151480199923107,0.019930795847750864,0.11909265667051133,0.019930795847750864,0.186082276047674,0.03844675124951941,-0.002214532871972318,0.15378700499807765,0.029773164167627833,0.13588619761630144,-0.1929104190695886,0.007443291041906958,-0.186082276047674
POINT (-61.239096149476104 -9.969008949752183),C51L34,2024,CORTE SELETIVO,-0.06698961937716265,-0.01384083044982699,-0.15378700499807765,-0.07972318339100345,-0.06698961937716265,-0.0629911572472126,-0.008858131487889272,0.16633602460592078,-0.06698961937716265,0.10340638216070744,0.024605920799692427,0.12456747404844293,0.07111111111111111,-0.06698961937716265,-0.0271280276816609,-0.14173010380622836,-0.14769703960015382,-0.04822760476739715,0.07972318339100345,-0.09842368319876971,0.15378700499807765,0.022206843521722412,0.17937716262975778,0.3278123798539023,0.012056901191849288,0.03844675124951941,0.2288965782391388,0.008858131487889272,0.0629911572472126,-0.13016532103037293,0.17279507881584008,-0.17937716262975778,-0.13016532103037293,-0.029773164167627833,-0.11374086889657825,-0.007443291041906958,-0.10340638216070744,0.01384083044982699,-0.2519646289888504,0.03543252595155709,-0.006151480199923107,0.2679584775086506,0.1085121107266436,-0.044844290657439445,0.19986159169550174,-0.04822760476739715,-0.13016532103037293,-0.07535563244905807,-0.05536332179930796,-0.07111111111111111,0.2364628988850442,0.044844290657439445,-0.012056901191849288,0.15378700499807765,-0.017777777777777778,0.16000000000000003,0.10340638216070744,-0.01384083044982699,0.21413302575932336,0.022206843521722412,0.13016532103037293,-0.2519646289888504,0.06698961937716265,-0.10340638216070744
POINT (-61.2382876657204 -9.96927844433742),C51L34,2024,CORTE SELETIVO,-0.08882737408688965,-0.024605920799692427,-0.186082276047674,-0.04822760476739715,-0.07535563244905807,-0.06698961937716265,-0.029773164167627833,0.14173010380622836,-0.09356401384083046,0.11909265667051133,0.04822760476739715,0.11909265667051133,0.022206843521722412,-0.04822760476739715,-0.029773164167627833,-0.15378700499807765,-0.13588619761630144,-0.0629911572472126,0.09356401384083046,-0.08421376393694734,0.17279507881584008,-0.01574778931180315,0.22145328719723184,0.3278123798539023,0.07111111111111111,0.05536332179930796,0.2519646289888504,-0.019930795847750864,0.0271280276816609,-0.16000000000000003,0.21413302575932336,-0.15378700499807765,-0.13016532103037293,-0.07535563244905807,-0.06698961937716265,-0.008858131487889272,-0.11909265667051133,0.004982698961937716,-0.2519646289888504,-0.007443291041906958,-0.03543252595155709,0.186082276047674,0.09842368319876971,-0.05536332179930796,0.21413302575932336,-0.024605920799692427,-0.08421376393694734,-0.0629911572472126,-0.05536332179930796,-0.041584006151480196,0.2364628988850442,0.024605920799692427,-0.008858131487889272,0.16633602460592078,0.019930795847750864,0.15378700499807765,0.08882737408688965,0.002214532871972318,0.19986159169550174,-0.024605920799692427,0.15378700499807765,-0.24415224913494812,0.05536332179930796,-0.08882737408688965
