geometry,label,year,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65,T66,T67,T68,T69,T70,T71,T72,T73,T74,T75,T76,T77,T78,T79,T80,T81,T82,T83,T84,T85,T86,T87,T88,T89,T90,T91,T92,T93,T94,T95,T96,T97,T98,T99,T100,T101,T102,T103,T104,T105,T106,T107,T108,T109,T110,T111,T112,T113,T114,T115,T116,T117,T118,T119,T120,T121,T122,T123,T124,T125,T126,T127
POINT (-61.148921 -8.094861),Deter_Deg_CsG,2024,-1.7534385,0.3757368,0.6888508,0.1878684,1.5029472,2.504912,-1.7534385,-0.939342,0.1252456,4.383596,-1.1898332,0.1252456,-3.1937628,-5.4481835,1.252456,1.9413068,-2.818026,-0.43835962,-1.5029472,-0.8140964,2.0039296,3.0058944,1.0645876,-1.3150789,3.5694997,2.9432716,-4.5088415,3.5694997,1.7534385,-0.6888508,-1.4403244,-1.6281928,-1.8160613,0.5009824,2.7554033,-3.3190084,0.939342,-2.567535,-0.6888508,-0.0626228,1.1272104,-4.5088415,0.0,0.8140964,1.6281928,-2.7554033,0.1252456,-2.3796663,0.5636052,-0.87671924,1.56557,1.0019648,-0.1878684,-0.5009824,1.1898332,2.0039296,-0.313114,-2.8806489,5.949166,-3.6947453,-1.1272104,-0.313114,3.0685172,2.567535,2.442289,3.1937628,0.6888508,2.3170435,-0.8140964,5.1976924,0.0626228,2.3796663,5.573429,-0.87671924,-3.0058944,-1.5029472,1.6281928,1.1272104,-0.1878684,-0.5009824,-2.0665524,-1.7534385,-4.195728,-2.8806489,0.43835962,-2.3796663,5.636052,-4.884578,-2.0039296,-1.6908156,0.5009824,-1.878684,1.9413068,1.56557,2.7554033,1.0645876,-3.0685172,-1.1898332,4.8219557,-2.191798,-3.6321225,-3.1937628,2.818026,-1.878684,0.87671924,3.506877,2.191798,0.939342,2.504912,-0.1252456,2.0039296,-0.7514736,-0.7514736,-0.939342,1.3150789,1.252456,-2.6927805,2.1291752,-2.9432716,-5.1976924,-2.6301577,-2.1291752,-7.9530954,0.313114,-2.6927805,1.0019648,5.322938,-0.5636052
POINT (-61.14883 -8.094861),Deter_Deg_CsG,2024,-1.1761792,0.23523584,0.11761792,1.0585613,0.70570755,2.9992568,-2.0583136,-0.47047168,-0.23523584,4.116627,-2.3523583,1.1761792,-3.9990094,-4.0578184,1.7642688,2.6464033,-2.5287852,-0.11761792,-1.0585613,-1.1173702,1.470224,3.1756837,0.35285378,-1.2937971,3.9402003,3.5285375,-4.2342453,3.5285375,1.8818867,0.35285378,-0.8821344,-0.94094336,-2.2935495,0.99975234,1.470224,-3.058066,0.0,-2.705212,-1.2937971,0.47047168,0.99975234,-4.116627,-0.5880896,0.35285378,1.1173702,-2.705212,0.5880896,-2.4111674,0.0,-0.52928066,0.70570755,1.5878419,0.35285378,0.35285378,1.0585613,3.3521106,0.11761792,-2.881639,5.939705,-3.116875,-1.9406956,-0.17642689,3.116875,2.4699764,2.2347405,3.116875,0.52928066,1.9995047,-1.1173702,5.880896,-0.47047168,1.529033,5.822087,-0.23523584,-3.1756837,-2.3523583,2.0583136,-0.47047168,-0.94094336,-0.52928066,-2.0583136,-1.2349882,-3.2933018,-3.9990094,0.41166273,-1.5878419,5.410424,-5.410424,-2.3523583,-1.529033,-0.8821344,-2.5287852,1.352606,1.7054598,2.4699764,-0.23523584,-2.705212,-0.82332546,4.175436,-1.5878419,-3.9990094,-2.7640212,3.058066,-0.41166273,1.7642688,4.351863,2.3523583,0.82332546,2.940448,0.17642689,2.1171227,-0.64689857,-1.1761792,-1.470224,2.705212,1.8818867,-2.6464033,2.4111674,-2.705212,-4.587099,-1.7642688,-1.9995047,-7.468738,0.0,-1.7054598,-1.1761792,5.586851,-0.64689857
POINT (-61.148739 -8.094861),Deter_Deg_CsG,2024,1.5070013,0.50233376,-0.12558344,2.8256273,1.0674592,1.9465433,-3.8302948,0.3139586,0.6279172,3.7047114,-0.8790841,2.6372523,-4.081462,-2.7628357,0.8790841,3.2651694,-4.3326287,-0.43954206,-1.3814179,-0.6279172,2.5744605,2.009335,0.6279172,-2.0721269,4.081462,2.7628357,-3.5163364,3.9558783,1.6325847,-1.3186262,-0.81629235,-1.0674592,-3.4535446,1.3186262,-0.9418758,-2.0721269,-0.3139586,-3.0767944,-0.56512547,-0.18837516,1.4442096,-3.7675033,-0.3139586,2.1349185,-0.50233376,-1.0674592,2.5744605,-2.1977103,0.6279172,-1.5070013,0.56512547,0.06279172,0.8790841,1.6325847,0.3139586,4.897754,0.0,-1.3186262,7.9745483,-2.5744605,-0.12558344,-0.06279172,3.8302948,3.2651694,1.3186262,2.9512107,1.5070013,2.1349185,-0.6279172,5.0233374,-0.69070894,1.3186262,6.467547,-0.8790841,-2.0721269,-3.8930867,0.8790841,-0.3139586,-0.6279172,-0.75350064,-4.207045,-1.3186262,-3.2651694,-2.0721269,1.1930426,-0.37675032,4.207045,-3.7675033,-2.2605019,-1.0046675,-0.50233376,-3.0767944,1.1930426,2.448877,2.5744605,-0.37675032,-0.18837516,-0.9418758,3.0767944,1.1930426,-3.8930867,0.25116688,2.448877,1.569793,1.8837516,4.1442537,2.5744605,-0.06279172,1.7581682,-1.3814179,3.6419199,-0.18837516,-0.75350064,-2.2605019,3.2023778,0.9418758,-4.1442537,2.3860853,-1.1302509,-4.960546,-1.9465433,-2.5744605,-6.718714,0.3139586,-0.6279172,-0.12558344,6.8442974,-0.25116688
POINT (-61.148649 -8.094861),Deter_Deg_CsG,2024,1.7586752,0.66708374,0.60643977,1.6980313,0.7277277,2.486403,-3.3960626,-1.2735234,-0.4851518,4.42701,-0.9096596,3.0928428,-3.3960626,-4.1237903,0.60643977,3.0321987,-4.3663664,-0.30321988,-1.0309476,0.42450783,1.9406072,2.7289789,1.1522355,-2.9715548,4.3663664,3.2747746,-2.8502667,5.03345,2.365115,-1.3341675,0.42450783,-1.0309476,-2.9715548,1.0309476,-1.4554554,-2.243827,0.7277277,-2.7289789,-0.7883717,-0.18193193,2.122539,-5.5792456,-0.9703036,1.6980313,-0.4851518,-1.6373873,2.365115,-2.9109108,0.0,-1.1522355,0.7883717,0.4851518,1.2128795,1.6980313,0.4851518,4.0025024,-0.66708374,-1.3341675,7.398565,-2.6076908,-0.42450783,0.060643975,2.9715548,3.5779946,1.2735234,2.9109108,1.9406072,2.9109108,-0.7883717,4.1844344,-0.66708374,0.5457958,5.9431095,-1.7586752,-2.486403,-3.2141306,1.1522355,0.60643977,0.84901565,0.30321988,-3.7599263,-0.5457958,-4.1237903,-1.8193192,1.3948114,-0.60643977,3.8812144,-3.3960626,-1.7586752,-0.42450783,0.36386386,-2.6076908,1.0309476,3.6992824,3.1534867,0.0,-1.2735234,-0.060643975,3.5779946,0.12128795,-2.7289789,0.12128795,1.3948114,0.60643977,1.6373873,3.0321987,2.8502667,-0.66708374,1.7586752,-1.2735234,2.9109108,-0.9096596,-0.84901565,-1.8193192,2.9715548,0.2425759,-3.8205705,3.2141306,-2.243827,-5.2153816,-1.7586752,-2.365115,-7.7017846,0.2425759,-1.3341675,0.5457958,7.398565,-0.2425759
POINT (-61.148558 -8.094861),Deter_Deg_CsG,2024,-0.4079698,0.67994964,0.95192957,0.74794465,1.0199245,2.3118289,-2.039849,-1.1559144,-0.74794465,4.759648,-2.039849,1.3598993,-2.7877936,-5.3036075,1.6998742,2.9237835,-4.079698,-0.13598993,-0.95192957,-0.2039849,0.27197987,2.9237835,0.4079698,-1.2239094,4.2156878,3.8077183,-3.6717281,3.875713,2.3118289,-1.2239094,0.6119547,-1.4958893,-2.3118289,0.88393456,0.6119547,-3.1277685,0.47596478,-1.9038591,-1.2239094,-0.6119547,1.8358641,-4.9636326,-0.06799497,1.9718541,0.95192957,-2.4478188,0.8159396,-2.7197986,0.67994964,-1.0879195,0.88393456,1.9718541,0.67994964,1.1559144,0.88393456,2.7877936,-0.06799497,-2.4478188,7.2074666,-3.4677434,-0.88393456,-0.95192957,3.1277685,2.7877936,1.4278944,2.7877936,1.3598993,2.6518037,-1.4278944,3.3997483,-0.88393456,1.8358641,6.527517,-1.3598993,-3.1277685,-2.379824,2.1078439,1.2919043,0.33997482,-0.2039849,-2.4478188,-0.54395974,-4.147693,-2.5158138,1.4278944,-1.0199245,4.8956375,-4.487668,-2.243834,-0.33997482,-0.33997482,-1.7678691,1.7678691,2.5838087,2.1078439,-0.54395974,-2.7197986,-0.33997482,3.8077183,-1.9038591,-1.9718541,-1.4958893,1.0879195,-0.4079698,1.2239094,2.5158138,2.9237835,-0.13598993,2.6518037,-1.0199245,2.3118289,0.27197987,-1.3598993,-1.0879195,2.243834,0.4079698,-3.5357382,2.6518037,-2.9237835,-5.5755873,-2.4478188,-1.2919043,-8.635361,0.47596478,-2.175839,-0.47596478,5.6435823,0.2039849
POINT (-61.148468 -8.094861),Deter_Deg_CsG,2024,2.7339618,0.6190102,0.82534695,1.8570306,1.8570306,2.1665359,-2.5792093,-1.5475255,0.0,4.3846555,-0.10316837,1.3411888,-4.0751505,-2.9402986,0.3610893,3.1982193,-4.9520817,0.9800995,-2.4244566,0.9800995,2.2181199,2.8887143,2.527625,-0.9800995,2.9402986,2.83713,-3.0434668,5.1584187,2.3728724,-2.83713,0.25792092,-1.4959414,-2.4760408,0.6705944,0.0,-1.960199,0.6190102,-2.2181199,-0.77376276,-1.1864362,1.9086149,-5.519508,-0.10316837,1.4959414,-0.87693113,-1.3411888,2.2181199,-2.4244566,2.0117831,-0.9800995,2.269704,-1.8054464,0.3095051,1.4443572,2.3728724,2.7855458,-1.3411888,-2.7339618,6.5511913,-2.4760408,-0.10316837,-0.7221786,2.527625,3.4561403,1.7022781,3.3013878,1.5991096,2.1149516,0.41267347,2.3728724,-1.2380204,1.0316837,6.138518,-2.9402986,-0.41267347,-2.3728724,1.0832679,1.134852,2.1665359,-0.82534695,-3.6108928,-1.0316837,-6.3964386,-1.6506939,1.5475255,-1.4443572,4.1267347,-2.9402986,-0.10316837,-0.3610893,-0.10316837,-1.8054464,1.0832679,2.2181199,2.6823776,1.4443572,-0.51584184,-0.25792092,4.6425767,-0.3095051,-3.9719822,0.46425766,0.25792092,-0.10316837,0.6190102,3.095051,1.960199,-1.0832679,0.82534695,-1.3411888,2.4760408,-0.051584184,-0.20633674,-1.5475255,2.2181199,-0.567426,-3.7656455,3.662477,-2.4244566,-3.6108928,-2.8887143,-3.5593088,-5.67426,0.77376276,-1.3411888,0.15475255,5.2615867,0.0
POINT (-61.148377 -8.094861),Deter_Deg_CsG,2024,1.727995,0.17875811,0.29793018,1.9067532,1.4300649,2.0855112,-1.2513068,-0.059586037,-0.17875811,4.0518503,-0.59586036,0.89379054,-3.6347482,-4.4093666,0.71503246,1.549237,-4.5285387,0.119172074,-1.549237,1.2513068,1.668409,2.3238554,2.2046833,-1.3108928,4.1710224,2.919716,-3.098474,5.5415015,2.3834414,-1.7875811,0.59586036,-2.3238554,-2.7409577,0.41710225,0.5362743,-2.7409577,0.71503246,-2.7409577,-1.1917207,-0.7746185,2.0855112,-5.4819155,0.23834415,1.549237,-1.727995,-1.8471671,1.3704789,-2.2642694,1.4300649,-1.1917207,1.9067532,0.17875811,0.41710225,0.4766883,1.7875811,3.038888,-1.1321347,-2.2642694,7.5674267,-2.0855112,0.35751623,0.41710225,1.549237,3.7539203,1.1321347,3.038888,1.1917207,3.217646,0.35751623,3.5155761,-0.4766883,0.7746185,6.137362,-2.5026135,-1.549237,-2.2642694,2.2046833,0.119172074,1.727995,-0.29793018,-3.6943343,-1.549237,-5.899018,-1.9067532,1.0725486,-1.0129626,4.2901945,-3.038888,-1.1321347,0.059586037,0.059586037,-2.2642694,1.1917207,2.2642694,2.979302,0.8342045,-1.1321347,0.41710225,4.647711,-0.17875811,-3.45599,0.23834415,1.1917207,-0.6554464,1.3108928,2.979302,2.6217856,-0.59586036,1.549237,-0.41710225,2.8601298,-0.6554464,-0.17875811,-2.4430275,2.5026135,-1.1917207,-3.277232,3.9326785,-2.6217856,-4.826469,-2.7409577,-3.098474,-6.91198,1.668409,-1.8471671,1.0725486,5.7798457,-0.5362743
POINT (-61.148286 -8.094861),Deter_Deg_CsG,2024,1.8935846,0.1147627,1.0328643,2.0083473,2.12311,0.8607203,-0.5738135,-2.12311,0.5738135,4.762652,0.4590508,-1.3771524,-3.098593,-1.9509659,-0.51643217,1.0902456,-5.336466,2.0657287,-3.8445504,1.0328643,2.6969235,2.295254,0.5738135,-3.270737,3.3854997,1.0902456,-3.0412116,3.270737,1.6640592,-0.8033389,1.0328643,-1.147627,-1.2623897,-0.05738135,1.319771,-0.97548294,3.270737,-1.7788218,0.1147627,-0.05738135,1.8935846,-6.0250416,1.3771524,0.3442881,1.4919151,-1.319771,0.8033389,-1.8935846,1.0902456,-3.1559744,1.6640592,0.4590508,1.0902456,1.9509659,0.8033389,0.8607203,-3.3854997,-0.74595755,6.082423,-2.5821607,-0.1147627,-0.3442881,0.97548294,3.8445504,2.754305,4.3036013,2.1804912,1.0328643,1.2623897,2.8690674,-0.74595755,2.1804912,5.6807537,-2.4100168,-0.8033389,-1.6640592,1.3771524,1.4919151,1.4919151,-2.6969235,-2.4673982,-1.2623897,-5.9676604,-2.0083473,0.4590508,-0.4590508,3.6724064,-1.9509659,-0.5738135,-1.5492965,0.40166944,-0.74595755,1.9509659,0.51643217,2.4673982,1.6066778,-3.0412116,-0.17214406,5.1069403,-2.0083473,-1.9509659,-0.28690675,-0.28690675,-1.4919151,0.8033389,4.475745,2.6969235,-0.1147627,2.295254,-1.7214406,1.7788218,-1.2050084,-1.0328643,-0.6885762,2.3526354,-1.147627,-3.442881,3.2133555,-2.4100168,-3.9593132,-3.615025,-2.5821607,-7.2874317,2.639542,-2.8116863,0.9181016,4.8200336,0.6885762
POINT (-61.153812 -8.094951),Deter_Deg_CsG,2024,1.294664,-0.9958954,1.1452798,1.1950746,1.9917908,1.8424065,-0.5975373,-1.8424065,0.74692154,4.2325554,0.24897385,-1.7926117,-3.0872757,-3.1868653,0.14938432,-0.19917908,-4.730503,1.4440484,-1.8922013,1.6930223,0.9958954,2.838302,0.8465111,-2.390149,4.033376,2.2407646,-3.3860445,4.531324,1.5436379,-1.0456902,0.647332,-2.589328,-1.5934327,-0.09958954,1.8922013,-1.8424065,3.5354288,-3.3860445,0.74692154,-0.24897385,1.8922013,-5.676604,-0.14938432,0.29876864,1.294664,-1.4440484,-0.29876864,-2.0913804,0.79671633,-3.9337869,1.9917908,1.6930223,-0.6971268,0.39835817,1.4440484,0.24897385,-3.3860445,-1.6432275,5.52722,-1.7428169,0.89630586,0.9958954,1.6432275,4.1827607,2.9378915,4.28235,2.7387123,3.5354288,1.294664,2.0415857,0.6971268,1.8424065,4.6807084,-2.7387123,-1.8424065,-1.5436379,1.0456902,0.5975373,0.3485634,-1.5934327,-1.9419961,-1.6930223,-5.3280406,-0.9958954,0.24897385,-1.3942536,3.3860445,-1.8424065,-1.3444588,-1.1452798,0.9958954,-1.294664,1.7926117,0.4979477,3.6350183,3.3362496,-3.6350183,1.294664,5.0790668,-1.9419961,-2.639123,-1.9917908,0.9958954,-1.8922013,0.89630586,3.5354288,2.7387123,1.294664,2.0415857,-1.5934327,2.19097,-1.8922013,-1.2448692,-1.5436379,3.23666,-0.8465111,-2.9378915,2.4399438,-3.9337869,-5.0790668,-3.037481,-2.639123,-6.323936,3.4358392,-3.5852234,1.2448692,4.6309137,-0.74692154
POINT (-61.153631 -8.094951),Deter_Deg_CsG,2024,1.9861841,0.052268002,1.4635041,0.99309206,1.4635041,3.240616,-0.99309206,-1.149896,1.358968,4.0246363,-1.202164,-0.94082403,-3.8155642,-3.4496882,-0.104536004,-0.41814402,-3.0315442,2.404328,-2.4565961,2.5088642,0.36587602,1.5157721,1.620308,-1.8816481,4.70412,0.15680401,-3.8155642,4.70412,1.2544321,1.7248441,0.94082403,-1.56804,-1.149896,0.36587602,1.8816481,-2.404328,3.8678322,-3.3974202,-0.052268002,-1.82938,1.411236,-5.2268004,1.358968,0.52268004,1.358968,-1.6725761,-0.73175204,-2.5611322,0.574948,-4.547316,1.620308,0.36587602,-0.47041202,0.15680401,2.4565961,-1.097628,-1.8816481,-0.52268004,4.547316,-1.9339161,-1.149896,0.78402,1.620308,5.1745324,1.9861841,4.2859764,2.665668,2.9792762,2.6134002,1.0453601,0.0,2.1429882,2.717936,-2.5611322,-2.1429882,-1.097628,1.202164,0.41814402,1.149896,-2.4565961,-2.195256,-1.9861841,-6.6380363,-1.097628,1.6725761,-0.36587602,3.0838122,-2.717936,-0.41814402,-1.202164,0.052268002,-1.411236,1.0453601,0.15680401,2.770204,3.0838122,-2.822472,1.56804,5.1745324,-0.679484,-2.4565961,-2.770204,-0.47041202,-2.299792,1.7771121,4.0246363,1.3067001,0.36587602,3.5542243,0.36587602,1.097628,-2.0907202,0.31360802,-0.20907201,4.0246363,-0.88855606,-1.82938,3.5542243,-4.338244,-5.8540163,-1.4635041,-2.5088642,-6.219892,3.4496882,-5.0699964,0.15680401,3.188348,-1.097628
POINT (-61.152997 -8.094951),Deter_Deg_CsG,2024,2.0788345,-0.6351994,1.5591259,2.425307,1.4436351,1.0394173,-1.1549081,-1.2126535,0.6929449,5.543559,-1.5013806,-0.6929449,-3.2914882,-3.2914882,0.6929449,0.6929449,-5.1970863,1.6168714,-2.1943254,2.425307,0.11549081,3.1759973,0.6351994,-1.9633437,5.02385,3.2914882,-3.1759973,4.27316,2.021089,-0.34647244,1.3858898,-2.4830525,-2.1943254,0.057745405,-0.057745405,-0.6351994,2.3098161,-2.6562886,0.34647244,0.28872702,1.5591259,-5.4858136,1.2703989,2.6562886,0.34647244,-2.6562886,1.5591259,-2.0788345,-0.28872702,-2.2520707,1.2126535,1.9055984,0.6351994,1.3858898,1.2703989,-0.057745405,-2.3675616,-1.7901075,5.8900313,-1.7901075,-0.17323622,-0.6351994,2.8872702,3.4069788,1.1549081,3.9266875,3.5224698,3.3492334,0.057745405,1.847853,-0.8084357,1.847853,4.735123,-3.1182518,-3.1182518,-2.0788345,1.3858898,0.34647244,1.9055984,-1.4436351,-3.0027611,-1.1549081,-5.02385,-0.28872702,1.5591259,-1.0394173,3.3492334,-3.580215,-0.6929449,-0.7506903,0.057745405,-1.7901075,0.6929449,2.3098161,2.1943254,2.0788345,-2.2520707,2.2520707,5.0815954,-2.5985432,-3.1759973,-2.714034,0.40421784,-0.28872702,0.98167187,3.2914882,3.3492334,-0.34647244,2.13658,-0.34647244,2.13658,-2.0788345,-1.6746167,-0.46196324,3.4069788,0.17323622,-2.8295248,4.27316,-3.8111968,-5.254832,-2.021089,-2.4830525,-7.3336663,2.5407977,-1.9633437,-1.6168714,2.3098161,-0.17323622
POINT (-61.152906 -8.094951),Deter_Deg_CsG,2024,3.914274,-0.29728663,2.2791975,2.9728663,1.6846243,1.2882421,-1.4368854,-0.44592994,0.64412105,4.062917,0.5450255,1.5359809,-3.3197007,-1.7341721,-0.49547774,1.7837198,-5.4998026,1.6846243,-3.0224142,2.1305542,0.9414077,1.4864331,1.5855287,-2.0314586,4.2611084,4.558395,-2.180102,4.9547772,1.090051,-1.2386943,1.3377899,-1.5359809,-2.5764842,-0.099095546,-1.6846243,0.29728663,2.7251275,-4.2611084,0.59457326,-0.099095546,1.8828154,-6.2925673,0.049547773,0.9909555,-0.69366884,-1.2386943,2.0810065,-4.062917,-0.7432166,-2.9728663,1.4864331,0.9909555,1.2882421,2.0314586,0.59457326,0.9414077,-2.5269365,-1.4368854,6.1439238,-0.44592994,-0.29728663,0.69366884,3.0719619,4.855682,1.2882421,3.3692486,4.409752,4.0133696,0.7432166,1.6350765,-1.2882421,0.49547774,4.0133696,-3.6665351,-2.0810065,-2.6755798,0.79276437,-0.49547774,2.6260319,-0.9909555,-2.2296498,-0.69366884,-4.2115607,0.14864331,2.1305542,-0.14864331,0.9414077,-1.7341721,0.0,-0.7432166,-0.34683442,-2.2791975,1.5855287,2.180102,3.1710575,1.3377899,-0.39638218,1.5359809,5.4998026,-0.59457326,-3.1215098,-0.34683442,0.0,-0.29728663,0.79276437,3.914274,1.5855287,0.19819109,2.0810065,-0.44592994,3.270153,-3.4187963,-1.3377899,-0.84231216,4.1124654,-0.59457326,-2.9233186,3.270153,-4.0133696,-5.053873,-1.4864331,-4.409752,-5.5493507,2.6260319,-1.981911,0.099095546,4.1124654,-0.5450255
POINT (-61.152816 -8.094951),Deter_Deg_CsG,2024,2.1671429,-0.7779487,1.2224908,1.9448718,0.72238094,1.6114651,-0.72238094,-1.4447619,0.50010985,5.112234,-0.38897434,-0.22227105,-2.556117,-2.7228205,0.055567764,0.8890842,-3.8897436,1.166923,-1.5003296,1.8337362,0.8335165,2.5005493,0.72238094,-2.556117,5.0010986,2.5005493,-3.72304,4.445421,1.7781684,-0.38897434,2.1115751,-2.5005493,-2.6672525,-0.38897434,0.27783883,-1.2780585,2.6672525,-3.2784982,-0.94465196,-0.27783883,1.8337362,-5.0010986,1.0557876,1.8337362,-0.4445421,-1.7781684,0.8890842,-2.7783883,-0.50010985,-1.7226007,1.667033,1.3891941,0.66681314,0.94465196,0.16670328,1.0557876,-2.1671429,-1.2224908,6.2235894,-2.333846,0.66681314,0.055567764,2.1671429,4.8343954,1.9448718,3.72304,2.4449816,4.3342857,0.50010985,2.0004394,-0.6112454,0.7779487,5.3900733,-2.833956,-2.556117,-2.1115751,1.3891941,0.55567765,1.8337362,-1.6114651,-1.9448718,-1.9448718,-4.8343954,-0.8335165,1.1113553,-0.66681314,2.8895237,-2.1115751,-0.055567764,-0.7779487,0.6112454,-2.2782784,1.4447619,1.8337362,3.1117947,2.2782784,-1.8337362,1.6114651,4.72326,-2.0560071,-2.8895237,-1.7226007,0.8890842,-0.8335165,0.72238094,3.3896337,3.0006592,0.16670328,0.50010985,0.22227105,2.3894138,-2.9450915,-1.7781684,-1.6114651,3.6119046,-0.6112454,-3.4452014,3.4452014,-3.3896337,-5.2233696,-2.1115751,-3.5007691,-7.057106,2.8895237,-2.2227106,0.27783883,4.5565567,-0.11113553
POINT (-61.152725 -8.094951),Deter_Deg_CsG,2024,0.28901118,-0.6936269,1.213847,0.23120895,1.3294514,0.57802236,-0.52022016,-1.0982425,0.9248358,4.5663767,-1.6184627,-0.52022016,-2.4854963,-4.7975855,1.8496716,0.17340672,-4.1617613,1.445056,-1.5028582,1.6184627,0.34681344,2.9479141,0.34681344,-2.4854963,3.5259366,1.6184627,-4.39297,3.1791232,2.1386828,0.40461567,1.1560447,-3.1791232,-1.3872538,0.057802238,3.0635185,-2.716705,2.2542872,-2.7745075,-1.0404403,-0.98263806,1.5028582,-4.5085745,1.1560447,1.8496716,1.8496716,-1.5028582,-1.0982425,-0.23120895,0.4624179,-1.445056,1.1560447,2.1386828,0.6358246,1.213847,2.4854963,0.34681344,-1.7340671,-3.6993432,5.144399,-2.6011007,-0.34681344,-1.0404403,2.6011007,3.410332,1.8496716,2.2542872,2.1386828,3.641541,0.57802236,2.0230782,-0.86703354,1.6762649,4.7397833,-1.9652761,-2.4854963,-1.3872538,0.40461567,0.7514291,0.6936269,-1.7340671,-2.6011007,-1.8496716,-6.589455,-2.2542872,1.3872538,-1.5606604,4.0461564,-3.3525298,-1.9074738,-1.6762649,-0.4624179,-1.7918694,1.5606604,0.057802238,2.0808806,2.3698916,-2.8323097,1.0982425,4.39297,-2.658903,-2.4854963,-3.0057163,1.6762649,-2.4854963,1.0982425,4.5085745,3.0635185,0.57802236,1.6184627,1.213847,0.80923134,-2.0230782,-0.28901118,-0.9248358,2.0230782,-0.7514291,-2.658903,4.5663767,-3.8149476,-5.9536304,-1.8496716,-1.9074738,-7.340884,2.196485,-3.5837388,-0.57802236,1.9074738,0.057802238
POINT (-61.152635 -8.094951),Deter_Deg_CsG,2024,2.8205569,-1.1795056,0.92309135,1.5384855,0.25641426,0.35897997,-0.25641426,-0.15384856,1.2307885,4.0513453,-1.3333542,0.35897997,-3.128254,-3.6410825,1.384637,-0.25641426,-5.435982,1.8974656,-2.769274,2.717991,0.30769712,1.6410513,0.051282853,-2.6667085,3.5897996,1.2820714,-3.7436483,4.3590426,1.5897684,0.051282853,0.8718085,-2.3077283,-2.2051628,-0.25641426,1.743617,-3.3333855,2.5641427,-2.9744055,-0.15384856,-0.82052565,2.3077283,-5.7949624,1.1795056,1.1282227,1.07694,-1.4359199,0.5128285,-1.5897684,-0.25641426,-2.6154256,0.46154568,1.4359199,0.35897997,2.051314,1.743617,0.0,-2.15388,-2.3590112,5.487265,-1.1282227,-0.41026282,-0.5128285,2.051314,3.5385168,1.8974656,3.2308197,2.461577,4.30776,0.76924276,1.2820714,-0.41026282,1.5897684,3.5385168,-2.2564454,-2.2051628,-1.5384855,1.4872028,0.102565706,1.6410513,-2.9231226,-2.6667085,-1.6410513,-6.5129223,-0.5128285,0.82052565,-0.61539423,2.410294,-2.5641427,-1.743617,-1.743617,-0.8718085,-1.7948998,2.051314,-0.102565706,2.051314,3.1795368,-2.15388,2.15388,4.769305,0.0,-3.4359512,-2.8205569,0.41026282,-1.5897684,2.102597,3.5897996,2.9231226,0.051282853,2.2051628,0.9743742,2.3077283,-1.8974656,-0.5128285,-0.9743742,2.8205569,-1.4872028,-3.3846684,4.6667395,-4.153911,-4.9744368,-1.2307885,-2.8205569,-6.4616394,2.8205569,-2.717991,-0.82052565,2.6667085,-0.92309135
POINT (-61.152544 -8.094951),Deter_Deg_CsG,2024,-0.350523,0.9013449,2.1532128,0.350523,2.0530634,0.55082184,-0.45067245,0.80119544,1.1517185,3.355006,-1.2017932,-1.1517185,-1.8527645,-5.8587418,3.8056784,0.50074714,-3.2047818,0.80119544,-1.8527645,0.85127014,1.5523162,2.5538104,0.55082184,-1.0014943,2.9043336,0.9013449,-4.807173,3.4551554,2.103138,0.75112075,0.701046,-2.2032874,-1.9529139,0.20029886,4.5067244,-3.355006,2.3535116,-2.5037358,-1.4521668,-1.4521668,0.6509713,-3.9058278,1.3019426,1.7025403,2.4035864,-1.4521668,-1.2518679,-0.15022415,1.5523162,-2.6038852,0.350523,3.3049312,0.6509713,1.0014943,2.7541094,0.20029886,-1.3520173,-3.9559026,5.30792,-2.7541094,-0.75112075,-1.1517185,2.9544082,2.6038852,2.9043336,0.9013449,0.6509713,2.804184,1.752615,1.3520173,0.15022415,2.9043336,4.256351,-2.0029886,-1.2017932,-1.2518679,1.1016437,2.65396,0.25037357,-2.0029886,-2.6038852,-2.103138,-6.359489,-2.804184,1.5022415,-2.4035864,4.45665,-2.9544082,-0.701046,-2.65396,0.0,-0.45067245,2.5538104,-1.3520173,0.6509713,2.0029886,-3.8056784,0.85127014,4.3064256,-1.402092,-2.3535116,-3.9559026,0.40059772,-4.256351,0.3004483,4.6569486,2.65396,1.3019426,3.0545576,1.6023909,0.45067245,-0.701046,0.050074715,-0.50074714,1.1016437,-0.45067245,-1.752615,3.6554542,-4.106127,-5.2077703,-1.5022415,-2.1532128,-6.309414,2.4035864,-3.8557532,0.25037357,1.1517185,0.20029886
