geometry,label,year,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65,T66,T67,T68,T69,T70,T71,T72,T73,T74,T75,T76,T77,T78,T79,T80,T81,T82,T83,T84,T85,T86,T87,T88,T89,T90,T91,T92,T93,T94,T95,T96,T97,T98,T99,T100,T101,T102,T103,T104,T105,T106,T107,T108,T109,T110,T111,T112,T113,T114,T115,T116,T117,T118,T119,T120,T121,T122,T123,T124,T125,T126,T127
POINT (-61.158885 -8.111257),Deter_Deg_CsG,2024,3.5796685,2.5434487,2.7318523,1.8369352,2.496348,-0.47100902,-2.0253386,1.7898343,0.23550451,3.1086595,0.98911893,-0.98911893,-2.0253386,-2.3079443,2.1195407,2.0724397,-2.5905495,4.0506773,-3.4854667,1.6956325,1.6956325,1.6014307,0.94201803,-2.355045,2.920256,0.3768072,-3.2499623,3.344164,1.2246234,0.1413027,1.1304216,-0.47100902,-1.6485316,-0.2826054,2.920256,-1.0362198,2.5905495,-2.3079443,-1.1775225,-4.0977783,1.2246234,-3.6267695,2.3079443,3.7680721,2.4021459,1.1775225,-1.1775225,-0.23550451,2.6847515,-3.9564757,-0.6123117,2.1666415,0.0942018,1.1775225,2.1195407,1.6014307,-3.2028613,-1.9782379,4.4274845,-1.931137,0.1884036,-1.8369352,2.496348,4.2390814,3.1086595,-0.7536144,1.8840361,1.3188252,1.5072289,0.1884036,0.47100902,1.7427334,5.275301,-1.3659261,-2.1666415,0.3768072,-0.98911893,3.5796685,2.0253386,-0.7536144,0.5652108,-2.1666415,-5.9818144,-3.297063,2.1195407,0.23550451,1.7427334,-0.5181099,0.94201803,-0.8478162,-0.47100902,-0.7536144,1.0833207,-2.496348,1.3659261,2.1195407,-4.8513927,-0.6594126,5.322402,-1.1775225,-2.0724397,-0.1884036,-2.0253386,-2.2608433,-2.2608433,4.4745855,3.0144577,1.9782379,2.5905495,-0.2826054,-0.4239081,0.5181099,0.89491713,-1.7427334,1.1775225,-3.7680721,-1.3659261,3.391265,-4.286182,-3.6267695,-1.9782379,-3.297063,-5.557906,4.945595,-5.2282,2.7318523,1.2246234,0.94201803
POINT (-61.158795 -8.111257),Deter_Deg_CsG,2024,1.4289861,1.5938691,3.1877382,0.49464902,1.483947,-0.54961,-1.3190641,2.528206,0.16488302,2.8030112,0.9343371,-0.60457104,-2.0335572,-4.1770363,3.1327772,1.8686742,-1.8686742,3.1327772,-2.143479,0.274805,1.64883,1.9236351,1.264103,-1.483947,1.3740251,-0.49464902,-4.506802,1.9236351,1.4289861,1.64883,1.1541811,-0.71449304,-2.143479,-0.9343371,4.1770363,-2.528206,3.2426991,-1.264103,-2.6381283,-4.39688,1.3740251,-2.4182842,1.8137131,4.7266464,2.0335572,0.38472703,-1.7587521,-0.16488302,3.1327772,-4.671685,-1.4289861,2.528206,0.10992201,1.1541811,1.7587521,0.54961,-1.09922,-2.3633232,4.3419194,-2.0335572,0.274805,-1.0442591,2.19844,2.8030112,3.682387,-2.0335572,0.9343371,1.09922,3.2426991,-1.5938691,0.98929805,1.09922,4.286958,-0.38472703,-1.09922,0.824415,-0.16488302,4.0671144,0.87937605,-0.60457104,0.21984401,-2.0335572,-6.980047,-4.8365684,1.64883,1.264103,2.7480502,-1.9236351,0.43968803,-2.4732451,-0.32976604,-0.76945406,0.87937605,-3.2426991,-0.10992201,1.3190641,-5.441139,-2.19844,5.7159443,-0.65953207,-2.0885181,-0.824415,-2.0885181,-4.286958,-2.6930892,4.3419194,1.1541811,2.8579721,4.4518414,0.54961,-0.824415,1.4289861,0.10992201,-0.65953207,0.32976604,-2.967894,-1.1541811,3.682387,-3.0778162,-2.967894,-3.0228553,-1.4289861,-6.7602034,3.7923093,-5.3861785,2.6930892,0.9343371,1.7587521
POINT (-61.158704 -8.111257),Deter_Deg_CsG,2024,3.059402,-2.3362706,2.7812746,0.0,-0.5562549,-1.2793863,-1.0012589,1.1125098,0.27812746,2.2250197,0.94563335,-1.3906373,-1.9468921,-4.394414,2.7812746,0.83438236,-1.6131393,3.1150274,-2.5031471,1.4462627,1.3350117,1.1681353,0.94563335,-2.1693943,3.94941,-0.72313136,-3.504406,4.950669,0.33375293,1.5018883,0.94563335,-1.8356411,-3.6712823,0.83438236,2.1693943,-3.1706529,3.5600314,-2.5587726,-0.5006294,-3.8937843,2.3362706,-3.059402,1.1125098,3.281904,2.725649,-1.7243903,-0.6118804,-0.5562549,2.948151,-4.394414,-0.83438236,1.9468921,-0.72313136,-0.27812746,1.3906373,0.33375293,-3.3375294,-1.6687647,4.672541,0.5006294,-0.94563335,0.11125098,2.0581431,3.1150274,1.3906373,0.11125098,2.2806451,1.9468921,4.1719117,-1.0012589,1.2237608,-0.22250196,3.504406,0.05562549,0.22250196,-0.44500393,1.9468921,2.1693943,1.8356411,-0.11125098,-1.6131393,-2.7812746,-7.0644374,-4.1162863,1.6131393,-0.27812746,1.6687647,-2.6700234,0.94563335,-0.72313136,-0.89000785,0.5006294,0.11125098,-3.94941,0.33375293,1.5575137,-5.6738,0.66750586,5.7294254,0.33375293,-1.3906373,0.16687647,-1.8356411,-1.8912667,-1.5018883,2.725649,0.6118804,2.0581431,3.5600314,0.16687647,-1.6687647,0.89000785,0.27812746,-0.72313136,1.7800157,-0.66750586,-2.2806451,4.8950434,-3.3375294,-3.4487805,-2.614398,-1.0568843,-6.452557,3.0037766,-3.0037766,2.0581431,1.9468921,1.1125098
POINT (-61.158613 -8.111257),Deter_Deg_CsG,2024,1.9461564,0.11120894,2.4465966,1.6125296,1.8349475,-0.1668134,-1.5569252,0.1668134,0.7784626,3.1138504,-0.05560447,-0.8896715,-2.0573654,-3.669895,3.558686,1.1120894,-2.8358278,3.5030816,-3.2806637,2.0573654,1.8349475,1.6125296,0.5560447,-2.1685743,2.61341,-1.5569252,-4.615171,3.2806637,1.5013207,2.2241788,1.4457161,-1.4457161,-2.6690145,-0.3336268,3.6142905,-2.6690145,2.502201,-1.1676939,-0.7228581,-2.5578055,0.61164916,-2.61341,1.9461564,4.0591264,3.1694548,-0.61164916,-1.2789028,0.7228581,2.0573654,-4.72638,-1.9461564,4.003522,-0.05560447,1.9461564,3.3918726,0.1668134,-2.502201,-2.5578055,4.1703353,-1.7237386,0.0,-0.61164916,2.1129699,3.3918726,2.2241788,2.2241788,1.8349475,1.1120894,3.1694548,-0.7228581,1.4457161,1.6681341,3.6142905,-0.83406705,0.3892313,0.22241788,1.0008805,3.6142905,-0.05560447,-2.001761,-1.6125296,-2.2797832,-7.0617676,-4.4483576,1.0564849,-0.6672536,3.058246,-1.2789028,-0.7228581,-2.2241788,-0.61164916,0.5560447,0.8896715,-3.8367083,-0.27802235,1.2789028,-5.449238,-0.1668134,6.005283,-1.5013207,-1.779343,-1.6681341,-2.3909922,-3.6142905,-0.44483575,3.9479172,2.1129699,1.7237386,4.003522,-0.27802235,0.22241788,1.8349475,1.2232983,0.11120894,1.6125296,-1.9461564,-2.61341,3.2250593,-4.003522,-4.72638,-1.4457161,-2.001761,-6.7837453,4.503962,-4.003522,2.001761,1.0564849,0.83406705
POINT (-61.158523 -8.111257),Deter_Deg_CsG,2024,1.075136,0.86010873,3.0103805,0.96762234,1.1288927,0.16127038,-2.634083,0.37629756,0.69883835,2.7953534,0.21502718,-1.9890014,-1.9890014,-3.655462,3.3329213,0.80635196,-3.4941916,2.634083,-2.9566238,1.5051903,2.096515,2.4190557,0.80635196,-1.3976767,4.0317597,-1.1288927,-4.6768413,3.3329213,1.9352447,2.580326,1.290163,-2.096515,-2.2577853,-0.537568,3.171651,-2.2040286,3.6017053,-1.9352447,-1.9352447,-3.0641375,0.537568,-2.634083,1.6664606,3.924246,2.5265694,-0.6450815,-1.5051903,-0.21502718,2.902867,-3.9780028,0.0,3.7629757,0.32254076,1.7739743,2.4190557,0.16127038,-3.0103805,-2.6878397,5.2144094,-1.827731,-1.0213791,0.43005437,2.902867,3.2791646,3.2791646,2.150272,1.075136,1.6127039,3.709219,-0.16127038,1.8814878,1.6664606,3.709219,-0.48381117,1.290163,-0.268784,1.290163,3.709219,-0.32254076,-3.5479486,-2.4190557,-2.5265694,-6.827113,-4.19303,0.16127038,-0.69883835,4.999382,-2.2040286,0.21502718,-3.0641375,0.053756796,0.37629756,0.86010873,-2.4190557,0.268784,0.48381117,-5.268166,0.16127038,6.1820316,-0.9138655,-2.2040286,-1.3439199,-2.4728127,-4.5155706,-0.37629756,4.0855165,2.2577853,2.3115423,4.461814,-0.21502718,0.21502718,0.86010873,0.7525951,-1.0213791,1.1288927,-1.6127039,-1.3976767,3.5479486,-3.171651,-4.408057,-2.0427582,-1.9352447,-6.558329,5.321923,-4.569328,2.4728127,2.5265694,1.0213791
POINT (-61.158432 -8.111257),Deter_Deg_CsG,2024,1.9191041,-2.6751149,1.2794027,3.314816,1.570176,-0.63970137,-0.348928,-2.268032,1.5120214,4.2452908,-1.8027947,-2.3843415,-2.093568,-3.7800534,1.9191041,1.1049387,-4.5942187,2.6751149,-4.3034453,2.3843415,0.40708268,2.1517227,-1.4538667,-2.5006506,3.5474348,0.174464,-4.5942187,3.0821974,1.8027947,1.5120214,0.46523735,-2.791424,-2.6751149,-1.570176,2.5006506,-1.6283307,2.791424,-0.63970137,0.05815467,-0.40708268,1.4538667,-4.5942187,1.6864854,2.9077334,1.8027947,-1.4538667,-0.63970137,0.523392,1.221248,-4.4779096,0.0,4.012672,-0.348928,3.0240428,3.9545174,-1.221248,-5.23392,-2.0354135,4.5942187,-2.093568,0.174464,0.63970137,1.5120214,2.268032,2.3261867,4.8268375,2.9077334,1.1049387,2.0354135,-0.40708268,-0.05815467,2.442496,3.5474348,-1.570176,-0.11630934,0.11630934,1.8027947,2.6751149,-0.174464,-2.8495789,-2.7332695,-2.3261867,-6.513323,-4.536064,0.7560107,-1.6283307,2.791424,-0.9304747,-1.9191041,-1.9772587,-0.523392,0.11630934,0.697856,-2.5006506,-0.29077333,1.395712,-5.582848,1.4538667,6.804096,-2.61696,-2.268032,-2.61696,-1.9191041,-3.0821974,0.87232006,3.4311254,3.4892802,1.1049387,3.5474348,-1.3375574,1.1630933,0.174464,-0.81416535,0.58154666,2.791424,-1.5120214,-3.5474348,3.140352,-3.5474348,-4.884992,-1.6283307,-1.395712,-7.385643,3.6055894,-2.8495789,0.23261867,1.570176,1.4538667
POINT (-61.163415 -8.111347),Deter_Deg_CsG,2024,3.4988983,-3.95777,1.4913337,2.1796415,0.22943595,0.80302584,-0.057358988,-3.5562572,0.57358986,4.359283,-0.63094884,-1.2045387,-1.5486927,-2.9826674,0.9751028,0.057358988,-5.563822,1.6634107,-2.0649235,3.0973854,0.22943595,3.3268213,-0.57358986,-2.9253085,4.646078,2.4090774,-2.8105905,3.6709752,2.4664364,-0.63094884,2.7532315,-3.0973854,-3.2694623,-0.8603848,-0.17207697,-1.3766158,2.7532315,-2.2370005,0.4588719,-0.17207697,2.2370005,-7.284591,1.5486927,1.0324618,0.9177438,-2.8105905,0.8603848,-1.2618977,0.63094884,-3.9004111,0.9177438,2.2370005,0.22943595,1.5486927,1.6634107,0.5162309,-4.703437,-1.6060517,6.3668475,-2.0075645,-0.4588719,0.9751028,1.3766158,4.129847,2.6958723,2.8105905,3.3268213,3.3268213,1.5486927,1.2045387,-0.80302584,1.8354876,4.244565,-2.6385133,0.28679493,-1.3766158,1.7207696,0.9751028,0.6883079,-1.6634107,-3.7856932,-1.3766158,-5.506463,-2.0649235,0.9751028,0.114717975,3.2121034,-1.3766158,-0.57358986,-0.9751028,-0.057358988,-1.1471797,1.6060517,0.9751028,1.8354876,1.4913337,-4.0724883,2.1222825,5.6785398,-1.7207696,-2.1796415,0.0,-0.4588719,-0.4588719,1.7207696,3.7856932,3.1547444,0.63094884,3.3841803,-2.4664364,2.0075645,-0.8603848,-1.2618977,-0.9177438,3.3841803,-1.2045387,-3.3841803,4.359283,-2.7532315,-3.0400264,-2.1796415,-2.2370005,-7.0551553,1.8928466,-1.7781286,0.22943595,3.0973854,1.8928466
POINT (-61.163324 -8.111347),Deter_Deg_CsG,2024,2.5479043,-1.0616268,1.4862775,1.9640095,0.6900574,1.5924401,-1.8578469,-3.1848803,-0.15924402,5.4673777,0.106162675,-0.47773203,-2.8133109,-2.4948227,0.4246507,2.1232536,-4.564995,1.6455214,-2.7602296,1.6455214,1.5924401,2.9194736,1.0616268,-3.3972056,3.928019,1.2739521,-4.0341816,4.9365644,2.8663921,-1.2208707,1.5393587,-1.5924401,-3.2379615,-0.31848803,-0.5838947,-0.95546407,2.070172,-1.9640095,-0.5838947,0.37156937,2.2824974,-5.7327843,0.8493014,0.6900574,0.31848803,-2.8133109,1.1147081,-2.1763349,1.3270334,-2.4417415,2.3886602,0.106162675,1.2739521,1.3270334,1.9640095,0.90238273,-3.3972056,-0.2654067,6.263598,-3.3972056,-0.21232535,0.31848803,2.1763349,3.5033684,3.3441243,3.5033684,2.5479043,2.2824974,0.4246507,2.335579,-1.0085454,1.2208707,4.564995,-2.7071483,0.053081337,-0.8493014,1.2739521,0.47773203,1.9640095,-2.2294161,-3.3972056,-0.95546407,-5.679703,-2.1763349,0.15924402,-0.106162675,3.2910428,-2.1763349,-0.2654067,-1.1677895,0.90238273,-2.3886602,1.6455214,1.5924401,2.4948227,1.8578469,-1.9109281,1.8047655,5.0958085,-0.90238273,-1.5924401,0.37156937,0.63697606,-0.8493014,0.8493014,3.6626122,1.6986028,0.106162675,1.1677895,-2.2824974,1.9640095,-1.1147081,-2.4417415,-0.79622006,2.6009855,-0.6900574,-3.9811003,3.3441243,-1.3801148,-2.972555,-2.8663921,-3.7156937,-6.7413297,1.5393587,-0.2654067,0.74313873,4.140344,1.0085454
POINT (-61.158976 -8.111347),Deter_Deg_CsG,2024,5.1112657,-2.9401088,2.1711571,1.2212759,-2.7591789,-2.668714,-2.8044114,3.7542927,-0.6332542,2.261622,2.4425519,2.0354598,-2.1711571,-2.4877844,-0.6332542,2.0806923,-2.9401088,1.1760435,-3.3472006,1.8545301,3.482898,2.261622,0.58802176,-4.206617,5.74452,1.4474381,-1.7640653,2.4877844,0.3166271,1.2212759,-0.22616221,-1.8545301,-3.799525,0.09046488,-0.6332542,-0.99511373,1.0855786,-3.980455,1.5831355,-1.2665083,2.9401088,-4.1613846,1.7640653,1.9449949,1.2665083,-0.99511373,2.6234815,-0.40709198,1.8997625,0.36185953,-2.352087,1.8545301,-0.99511373,0.58802176,-0.3166271,-0.40709198,-2.7139466,-0.81418395,3.5733628,0.09046488,-2.9401088,-0.36185953,2.7591789,1.8092977,0.18092977,-1.3569733,1.7188327,0.3166271,2.3068545,4.704174,-1.2665083,-0.49755687,1.7188327,-1.1760435,0.13569732,-1.537903,1.3117408,0.40709198,2.7139466,1.8997625,-1.5831355,-4.975569,-5.608823,-2.7139466,3.3924332,-3.2567358,-0.58802176,-3.075806,0.81418395,0.09046488,1.8545301,-0.94988126,0.90464884,-2.3068545,0.72371906,-0.36185953,-1.8545301,5.3826604,3.5281305,3.4376655,-2.261622,2.3973193,-0.5427893,3.166271,0.6332542,4.930336,1.4474381,0.85941637,1.9902275,-0.90464884,-1.7640653,-2.3973193,0.09046488,-0.90464884,3.3472006,-0.85941637,0.36185953,3.7090602,-2.3068545,-4.4780116,-3.2567358,-3.4376655,-3.980455,0.58802176,-1.0855786,0.90464884,1.8997625,1.3569733
POINT (-61.158885 -8.111347),Deter_Deg_CsG,2024,4.6554093,0.6096369,2.7156553,0.49879384,1.2192738,0.11084308,-1.2746954,1.9397539,-1.4963815,4.101194,1.44096,0.2771077,-2.16144,-1.3855385,-0.33252925,2.992763,-1.2192738,3.5469785,-2.8264985,2.2168615,0.8867446,2.050597,0.9975877,-3.6024,2.9373415,0.05542154,-2.8264985,2.272283,0.16626462,0.05542154,1.44096,-0.38795078,-2.88192,-0.5542154,1.3855385,-1.6072246,2.3277047,-2.050597,-0.5542154,-4.101194,3.2144492,-4.32288,3.1590278,4.101194,0.72048,-0.6096369,0.6650585,-0.6650585,2.4939692,-2.3277047,-0.6096369,0.5542154,-0.2771077,0.5542154,1.1638523,1.6072246,-2.3277047,-0.77590156,4.0457726,-2.3831263,0.33252925,-0.5542154,2.1060185,3.5469785,1.7734892,-1.8843323,1.8843323,0.8313231,0.6096369,0.8867446,1.0530093,-0.11084308,3.1036062,-0.8867446,-3.2144492,1.1638523,0.77590156,1.2746954,2.992763,1.330117,0.49879384,-2.2168615,-7.0385356,-3.0481846,2.16144,1.9397539,-0.38795078,-1.8289108,0.8313231,-0.49879384,1.0530093,-0.9975877,-0.6096369,-0.8313231,1.44096,1.9951754,-4.433723,1.2746954,4.212037,-1.1638523,-2.9373415,-0.22168615,0.4433723,0.49879384,-1.4963815,5.154203,1.8843323,0.0,0.9975877,-0.94216615,-1.7180676,-1.0530093,-1.8843323,-1.6072246,1.2192738,-2.4385476,-1.1638523,2.4385476,-1.9951754,-2.771077,-3.6578217,-2.660234,-6.262634,4.877095,-3.8240862,2.16144,-0.4433723,0.0
POINT (-61.158795 -8.111347),Deter_Deg_CsG,2024,0.24780528,-1.0531725,4.21269,0.43365926,-2.2302475,-0.8673185,-0.6195132,3.7170792,-1.920491,3.5312252,0.9292698,1.1151237,-1.7965883,-3.0975661,0.49561056,3.469274,-0.8673185,0.6195132,-2.9736633,1.920491,0.68146455,0.9292698,1.4868317,-4.832203,2.5400043,-0.8053672,-3.7170792,2.9736633,0.43365926,1.0531725,-1.3009777,0.12390264,-3.7790306,-1.1151237,1.3009777,-2.0443935,2.106345,-1.3629291,-1.4868317,-3.655128,1.9824423,-0.68146455,2.6019554,4.088787,2.4780529,-0.3097566,1.6726856,0.43365926,3.0356147,-2.4161015,-2.6639068,-0.74341583,-1.3629291,-1.1151237,-0.9292698,-0.49561056,-0.68146455,-0.5575619,3.469274,-1.1151237,1.3629291,-1.4868317,2.1682963,1.8585396,-0.06195132,-2.7258582,0.74341583,-2.6639068,2.106345,-0.06195132,1.920491,0.37170792,1.0531725,1.3629291,-2.6019554,0.12390264,0.6195132,2.1682963,2.4161015,2.5400043,-0.24780528,-1.8585396,-7.2483044,-3.3453712,2.6639068,1.7965883,-0.06195132,-5.389765,0.06195132,-1.1151237,0.5575619,-1.6726856,-0.43365926,-3.4073226,0.0,2.4161015,-5.5136676,-0.18585396,2.292199,1.3629291,-1.0531725,0.24780528,-0.74341583,-1.1770751,-3.4073226,2.4161015,1.0531725,1.1770751,3.840982,-0.12390264,-2.8497608,-1.4248804,-1.2390264,-1.734637,0.12390264,-0.8053672,-0.06195132,4.1507387,-0.49561056,-2.3541503,-4.088787,-0.99122113,-7.867818,0.6195132,-2.6639068,3.3453712,-0.5575619,0.24780528
POINT (-61.158704 -8.111347),Deter_Deg_CsG,2024,0.5059654,-2.0238616,4.0477233,-0.6184022,-2.361172,-1.4054594,-1.6865513,3.3731027,-1.2368044,3.0920107,1.0681492,1.180586,-0.95571244,-3.4855394,1.0681492,3.1482291,-1.180586,0.95571244,-2.979574,2.1925168,1.2368044,0.44974703,1.0119308,-5.0034356,2.5860455,-0.44974703,-3.260666,3.2044475,1.349241,0.22487351,-0.89949405,-0.16865513,-4.16016,-0.16865513,1.5178962,-3.4855394,2.2487352,-1.4054594,-1.349241,-3.5417578,1.7989881,-1.4616778,1.6865513,3.4855394,3.0357924,-1.0119308,0.6184022,0.7870573,3.3731027,-1.2368044,-2.5860455,-0.33731025,-1.2368044,-0.5621838,0.6184022,0.2810919,-0.39352864,-1.630333,3.5979762,0.0,0.39352864,-1.2930228,2.4173903,1.9676433,-0.33731025,-2.529827,1.2368044,-2.7547004,3.260666,-0.39352864,1.9114249,0.2810919,1.5178962,1.0119308,-2.08008,1.0681492,0.95571244,2.2487352,2.7547004,1.630333,-0.6184022,-3.2044475,-7.1397343,-3.1482291,1.8552065,0.95571244,0.95571244,-5.172091,-0.44974703,-1.2368044,1.4616778,-0.33731025,0.7870573,-3.9352865,0.0,1.4054594,-6.7462053,-0.89949405,2.979574,1.349241,-0.6184022,0.11243676,-1.0119308,-1.4054594,-3.0357924,1.7427697,1.4616778,0.0,2.8671372,0.16865513,-2.4736087,-2.529827,0.05621838,-1.6865513,0.2810919,0.2810919,-1.1243676,2.8109188,-0.84327567,-2.642264,-2.8671372,-1.0681492,-7.0272975,0.39352864,-2.979574,3.1482291,0.16865513,0.5621838
POINT (-61.158613 -8.111347),Deter_Deg_CsG,2024,1.6147113,0.7774536,3.4686391,0.0,-0.47843298,-0.23921649,-2.0931444,2.6313815,-0.59804124,3.2294226,1.3754948,0.83725774,-1.3754948,-3.5284433,2.8705978,2.0333402,-1.4352989,3.1696186,-2.8705978,2.6911855,1.2558866,1.4352989,1.7343196,-2.8107939,2.6911855,-0.29902062,-3.349031,3.4686391,1.6147113,1.3754948,0.35882473,-0.95686597,-3.4686391,-0.059804123,3.0500102,-2.6911855,2.9902062,-1.6147113,-2.392165,-3.8274639,0.95686597,-1.973536,2.2725568,4.6647215,2.8107939,0.29902062,-1.2558866,-0.6578454,3.2294226,-3.5284433,-2.930402,2.6911855,-0.6578454,0.119608246,0.8970618,1.1960825,-1.2558866,-3.0500102,3.6480515,-1.3156908,0.7774536,-1.1362784,2.4519691,3.2892268,1.7941236,-0.8970618,0.47843298,0.5382371,2.8705978,-0.8970618,2.392165,0.119608246,4.0666804,-0.59804124,-1.8539279,0.7774536,0.47843298,4.3058968,2.2127526,0.6578454,-0.7774536,-2.2725568,-7.595124,-3.5882473,1.6745155,0.95686597,1.0166701,-3.408835,0.59804124,-2.1529484,0.41862887,0.0,1.3754948,-2.930402,-0.23921649,1.6745155,-5.0833507,-0.17941236,5.5617833,-0.8970618,-1.3754948,-1.7941236,-1.4951031,-2.3323607,-2.8107939,2.930402,1.6745155,2.4519691,3.7078557,0.8970618,-1.0764742,0.47843298,0.23921649,-1.8539279,1.0166701,-1.2558866,-1.4352989,3.6480515,-3.408835,-3.1098144,-2.7509897,-2.8705978,-7.1166906,2.6911855,-4.6049175,1.1362784,-0.23921649,-0.83725774
POINT (-61.158523 -8.111347),Deter_Deg_CsG,2024,1.1612437,-3.422613,3.8504395,0.0,-2.5669596,-1.6501884,-1.7724246,2.9336681,-0.73341703,2.078015,0.6111809,0.4889447,-2.016897,-5.2561555,2.4447236,1.1612437,-2.8114321,0.67229897,-2.078015,2.016897,1.2834798,0.9778894,0.18335426,-2.9947863,4.2782664,-0.18335426,-3.483731,4.2782664,1.1001256,2.5058417,-0.06111809,-2.200251,-4.9505653,-0.4278266,2.2613692,-3.8504395,2.3836055,-2.4447236,-0.18335426,-2.6280777,0.91677135,-2.200251,1.8335427,3.0559044,2.4447236,-1.9557788,-0.18335426,-0.79453516,2.8114321,-1.3445979,-1.5890703,3.2392588,-0.5500628,-0.06111809,-0.18335426,-0.79453516,-1.8335427,-2.078015,3.5448492,-0.4889447,-0.12223618,-0.30559045,1.2834798,2.5669596,0.6111809,-0.67229897,0.79453516,-0.06111809,4.706093,0.4278266,2.016897,-0.73341703,2.4447236,0.67229897,0.0,0.12223618,1.4057161,3.1781406,2.6891959,0.73341703,-3.6059673,-3.9726758,-7.639761,-3.422613,1.2223618,-0.9778894,2.3836055,-4.094912,0.06111809,-0.73341703,0.91677135,0.8556532,0.36670852,-2.8114321,-0.79453516,0.6111809,-5.8673363,1.2834798,4.5838566,1.4057161,-0.9778894,-0.79453516,-2.2613692,-3.0559044,-1.8946607,2.078015,1.9557788,1.8946607,4.767211,-0.9778894,-1.5890703,-1.2834798,-0.30559045,-1.5890703,2.200251,0.06111809,-0.91677135,4.5838566,-2.3836055,-3.2392588,-2.016897,-2.078015,-7.761997,1.2223618,-3.5448492,1.4057161,1.1001256,0.4278266
POINT (-61.158432 -8.111347),Deter_Deg_CsG,2024,3.3950796,-2.6078148,1.7221417,1.1808972,1.0332851,-0.49204051,-0.98408103,0.54124457,1.1808972,3.4442835,-0.24602026,-0.98408103,-2.804631,-4.2315483,1.869754,0.5904486,-3.9363241,2.7062228,-3.1490593,2.4109986,-0.34442836,0.44283646,-0.934877,-3.2474675,4.772793,2.5094066,-2.755427,4.4283648,1.2301013,-0.34442836,1.0332851,-3.3950796,-2.3617945,-0.63965267,1.2301013,-1.82055,3.837916,-2.952243,0.5904486,-1.0824891,0.934877,-4.871201,1.5745296,1.3777134,1.4761215,0.04920405,-1.4269176,-0.7380608,1.4761215,-4.575977,-0.34442836,3.1982634,-1.1316931,0.7380608,1.869754,-0.3936324,-3.9363241,-1.3777134,6.1997104,-0.63965267,0.04920405,0.63965267,1.0824891,4.575977,1.82055,2.0665703,3.788712,2.6570187,1.5745296,0.1968162,0.0984081,1.4269176,4.3299565,-2.6078148,-1.1316931,-0.6888567,-0.34442836,1.2793053,1.0824891,-1.1316931,-3.1490593,-3.1490593,-4.723589,-1.9681621,2.2141824,-0.98408103,1.1808972,-1.82055,-1.7221417,-0.44283646,0.04920405,-0.8856729,0.3936324,-1.0824891,1.82055,1.9681621,-5.2156296,1.4269176,5.70767,-0.934877,-2.0173662,-1.918958,-0.7872648,-2.3125904,-0.04920405,3.6411,3.2474675,2.2141824,3.1490593,-2.0173662,1.6729378,-1.3285093,-0.3936324,-1.3285093,3.837916,-2.5094066,-3.4934876,3.3458755,-4.6251807,-4.821997,-1.7221417,-2.1649783,-6.2489147,2.6078148,-3.837916,0.0984081,3.4934876,-0.44283646
POINT (-61.158976 -8.111438),Deter_Deg_CsG,2024,3.759664,-2.7602596,2.3795342,0.7138603,-2.2843528,-1.951218,-1.6180832,2.6174877,-1.2849485,3.2837572,1.5704926,0.047590684,-2.1891716,-2.569897,-0.047590684,1.9988087,-2.236762,1.4277205,-3.0458038,1.7132646,2.7602596,2.7602596,-0.7138603,-2.855441,5.2349753,0.904223,-2.236762,2.6174877,1.0945858,1.2373577,1.7608553,-1.8560367,-2.855441,0.2855441,0.42831615,-1.4277205,1.5229019,-3.7120733,1.2373577,-1.3325392,2.4747155,-4.85425,2.569897,1.808446,0.76145095,-1.4753112,1.1421764,0.23795342,1.951218,-0.5710882,-0.76145095,1.8560367,-0.09518137,0.9994044,0.9994044,-1.046995,-2.9506223,-0.47590685,3.331348,-0.19036274,-2.0463994,-0.3331348,1.6180832,2.7602596,0.8090416,-0.14277205,2.09399,0.5234975,1.9036274,4.1403894,-0.76145095,0.3331348,2.2843528,-1.2373577,-0.6662696,0.61867887,2.6650784,0.76145095,2.2843528,0.5234975,-1.9036274,-4.949431,-6.044017,-3.5693014,3.0933945,-3.1409853,0.5234975,-2.427125,0.23795342,0.047590684,1.4277205,-0.19036274,0.2855441,-1.6180832,0.5710882,0.3331348,-3.2361665,4.473524,4.2831616,1.808446,-1.2373577,1.2373577,-0.38072547,1.1421764,0.76145095,5.1873846,1.2849485,0.904223,1.7132646,-1.1897671,-2.0463994,-2.4747155,-1.2849485,-1.3801298,2.6174877,-0.904223,-0.8090416,3.6644826,-2.1891716,-4.521115,-3.0933945,-3.5217106,-5.0446124,2.6174877,-1.3325392,0.9994044,1.6180832,1.808446
