geometry,tile,label,year,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65,T66,T67,T68,T69,T70,T71,T72,T73,T74,T75,T76,T77,T78,T79,T80,T81,T82,T83,T84,T85,T86,T87,T88,T89,T90,T91,T92,T93,T94,T95,T96,T97,T98,T99,T100,T101,T102,T103,T104,T105,T106,T107,T108,T109,T110,T111,T112,T113,T114,T115,T116,T117,T118,T119,T120,T121,T122,T123,T124,T125,T126,T127
POINT (-61.229255 -9.946144),C51L34,CORTE SELETIVO,2024,-0.5913492,-0.85417104,3.2195678,0.06570546,1.2484038,-0.19711639,0.85417104,4.5993824,0.7227601,4.0080333,-1.9711639,0.39423278,-3.4823895,-5.125026,1.9711639,1.4455202,-2.4968076,2.7596295,0.5913492,1.8397529,-0.39423278,0.7227601,1.5112257,0.5913492,4.862204,0.45993823,-6.8990736,2.7596295,2.1682804,2.4968076,1.7083421,-2.8910403,-1.7740475,2.1682804,3.8766224,-0.78846556,3.2195678,-3.6138005,-1.8397529,-3.6795058,-2.1025748,-0.85417104,1.5112257,3.3509786,2.7596295,0.13141093,-1.4455202,-2.2996912,0.85417104,-1.2484038,0.85417104,5.7820807,-0.78846556,2.562513,-0.13141093,-0.26282185,-1.1826984,-3.285273,3.9423277,0.7227601,-1.1826984,-0.45993823,2.693924,3.8766224,0.85417104,1.5112257,-2.1682804,3.810917,2.4968076,1.1826984,1.1826984,0.39423278,4.6650877,0.39423278,-5.0593204,-1.5112257,1.1826984,3.3509786,0.65705466,-0.13141093,-1.7740475,-2.693924,-2.3653967,-0.91987646,1.7083421,-1.1169928,4.0080333,-4.3365607,1.7740475,-0.32852733,-0.7227601,-0.5256437,0.26282185,-0.65705466,1.1826984,0.91987646,-0.26282185,0.45993823,3.810917,-2.6282187,-4.5993824,-3.548095,-2.6282187,-3.8766224,1.0512874,5.519259,1.7740475,2.693924,2.7596295,2.3653967,1.3798147,-1.5112257,-0.65705466,-0.5913492,1.7083421,1.3798147,-1.5769311,1.5112257,-5.7820807,-7.227601,0.13141093,-2.3653967,-8.344594,2.693924,-4.533677,-0.39423278,2.562513,-0.26282185
POINT (-61.234912 -9.94575),C51L34,CORTE SELETIVO,2024,-4.232495,-3.8175445,0.49794057,4.1495047,-1.8257821,3.0706334,1.9917623,4.7304354,-2.489703,3.8175445,-2.655683,-0.74691087,-2.1577425,-3.8175445,-2.5726929,5.5603366,-1.3278415,0.082990095,2.7386732,2.4067128,0.4149505,-0.082990095,-0.4149505,2.1577425,2.655683,1.4108316,-7.967049,3.485584,1.659802,-0.24897029,-0.4149505,-1.1618613,-1.2448515,-2.5726929,-2.1577425,-0.4149505,2.1577425,-0.58093065,-1.659802,-4.0665145,-2.655683,-7.635089,-0.24897029,5.6433263,3.0706334,2.1577425,4.564455,-3.7345543,-0.74691087,0.66392076,-0.33196038,0.4149505,-1.659802,4.315485,3.9835246,0.58093065,-1.0788713,-1.4108316,4.315485,1.5768118,1.4108316,-0.49794057,4.8134255,4.0665145,-2.8216631,-2.9876435,-2.3237226,0.33196038,1.2448515,4.315485,3.0706334,3.9835246,9.958812,3.2366138,-6.971168,-3.2366138,-0.99588114,1.742792,2.4067128,1.3278415,0.58093065,-1.4938217,0.829901,0.99588114,1.742792,-1.9087722,2.5726929,-3.319604,5.4773464,0.66392076,3.9005344,4.647445,-2.8216631,1.2448515,1.8257821,-1.5768118,0.16598019,-1.742792,4.315485,-2.655683,-0.99588114,-3.2366138,-1.4938217,-0.24897029,1.659802,-1.2448515,0.4149505,-3.9005344,-3.8175445,-0.16598019,0.0,0.0,0.74691087,-3.6515641,3.1536236,0.91289103,-5.3943563,-1.742792,-1.742792,-6.4732275,0.74691087,-3.5685742,-10.539742,-0.49794057,-2.3237226,-1.4938217,5.1453857,0.49794057
POINT (-61.232154 -9.936987),C51L34,CORTE SELETIVO,2024,3.0364444,-2.9812362,1.1041616,2.705196,0.49687272,0.05520808,2.5947797,1.6562424,0.5520808,4.140606,-1.3802019,0.8833293,-3.6437333,-2.5395718,-0.8281212,-0.33124846,-2.9812362,2.4843636,-0.6072889,2.2635312,0.5520808,1.2697859,-0.33124846,0.16562423,6.072889,3.1468606,-5.631224,2.6499877,0.717705,0.8281212,2.4291556,-2.2083232,-1.5458262,0.717705,0.16562423,1.1593697,2.705196,-5.576016,0.38645655,-2.153115,-0.93853736,-2.87082,1.7666585,0.5520808,-0.6624969,0.8281212,0.93853736,-2.9812362,1.2145778,-2.815612,2.6499877,3.1468606,0.11041616,2.5395718,-0.05520808,0.93853736,-2.87082,-1.5458262,5.1895595,1.9322828,0.8281212,1.6010343,1.3802019,4.747895,0.38645655,2.3739474,1.5458262,5.2447677,1.3802019,2.815612,0.22083232,-0.8833293,3.9749818,-1.9874909,-5.0239353,-1.9322828,0.2760404,-0.05520808,1.7666585,-0.49687272,-2.3739474,-3.3124847,-2.0426989,0.38645655,1.2145778,-0.38645655,0.7729131,-1.9322828,1.9874909,0.11041616,-1.4906181,-2.7604039,-0.38645655,0.6624969,3.1468606,1.6010343,0.8833293,2.5947797,4.195814,0.0,-5.5208077,-0.6624969,-0.7729131,-0.8833293,3.0916524,6.0176806,0.6624969,1.1041616,1.7114505,1.2145778,2.5395718,-3.533317,-2.4291556,-1.3802019,4.140606,0.49687272,-2.5395718,1.4906181,-5.7968483,-7.011426,-0.2760404,-3.0916524,-6.4593453,3.2572768,-2.7604039,-1.3249938,3.3124847,0.05520808
POINT (-61.230118 -9.936606),C51L34,CORTE SELETIVO,2024,2.661613,-2.372307,1.0993619,1.6201122,1.4465287,1.0415007,1.9094179,2.661613,2.1987238,3.9924192,-0.05786115,1.2729453,-3.5873914,-1.5043899,0.0,-0.2314446,-4.0502806,2.256585,0.3471669,1.7358345,-0.05786115,1.3886676,0.05786115,-0.8100561,5.323226,2.372307,-4.976059,1.5622511,1.9672791,0.4628892,3.0087798,-2.0251403,-2.4880295,-0.05786115,0.0,1.4465287,3.471669,-5.381087,1.6779733,-1.3308065,-0.8100561,-3.7031136,2.9509187,2.0830014,-0.28930575,0.3471669,1.2150841,-3.7031136,0.05786115,-2.256585,2.8930573,2.1408625,1.4465287,2.1408625,-1.0993619,0.8100561,-1.5622511,-1.5043899,6.0175595,2.256585,1.6779733,1.0415007,1.2729453,4.5710306,2.1408625,2.314446,2.1987238,4.5710306,0.6943338,2.719474,0.8100561,-0.9257784,5.2653646,-0.8100561,-5.6703925,-2.0830014,0.17358345,0.6943338,1.3308065,-0.2314446,-2.5458906,-2.372307,-1.9672791,0.6943338,0.05786115,-0.3471669,2.0251403,-1.9094179,1.2729453,-0.05786115,-2.0830014,-2.661613,-0.5786115,0.86791724,3.1245022,1.6201122,1.4465287,1.4465287,3.3559465,-0.1157223,-6.191143,-0.63647264,-0.3471669,-0.9257784,2.5458906,6.4804487,1.2150841,1.3308065,2.0251403,-0.40502805,2.661613,-2.4880295,-3.0087798,-0.9257784,2.719474,1.2729453,-2.7773352,0.4628892,-4.4553084,-6.943338,-0.52075034,-2.5458906,-7.348366,4.51317,-2.314446,-0.52075034,4.4553084,-0.4628892
POINT (-61.234351 -9.924162),C51L34,CORTE SELETIVO,2024,-2.3726974,-0.42369598,1.0168703,1.9490014,-1.4405663,1.0168703,1.5253055,5.592787,-2.203219,3.1353502,-2.3726974,-0.16947839,-3.6437852,-1.5253055,-1.1863487,1.3558271,0.0,3.3895679,2.4574366,3.050611,-0.84739196,2.626915,-0.50843513,0.67791355,1.1863487,0.25421757,-7.118092,2.203219,1.6100447,2.0337405,1.779523,-0.42369598,-1.6947839,-0.25421757,0.50843513,0.84739196,3.3048286,-3.6437852,-2.626915,-4.491177,-1.1863487,-4.491177,1.3558271,7.118092,1.1863487,0.9321311,2.203219,-3.1353502,0.0,-0.42369598,0.59317434,1.6100447,-0.9321311,3.8980029,1.9490014,2.203219,-0.9321311,-3.3048286,4.914873,1.6100447,2.626915,0.67791355,3.4743068,1.8642622,-1.3558271,-0.59317434,-1.1863487,2.7963934,-0.16947839,2.4574366,1.5253055,0.16947839,7.7960057,0.67791355,-7.033353,0.33895677,0.08473919,2.2879581,2.203219,1.4405663,0.42369598,-0.9321311,-0.16947839,1.4405663,0.25421757,-1.1863487,2.1184797,-4.5759163,2.203219,0.67791355,1.2710879,0.0,-1.6947839,1.4405663,2.7963934,-1.4405663,1.1016095,-2.1184797,3.982742,-2.7116542,-3.559046,-2.5421758,-0.33895677,-2.1184797,1.3558271,4.9996123,0.42369598,0.0,-1.1016095,1.0168703,0.59317434,-1.1016095,-1.0168703,-3.3895679,3.1353502,0.84739196,-5.0843515,-0.76265275,-1.3558271,-6.524918,-1.4405663,-2.7116542,-10.761878,3.2200894,-2.5421758,-1.6947839,4.3216987,1.0168703
POINT (-61.224367 -9.923943),C51L34,CORTE SELETIVO,2024,3.391808,-2.2773569,1.4051776,3.5856256,0.1453632,-0.6299072,0.3876352,2.907264,1.7928128,3.0041728,0.0,0.6299072,-2.1319935,-2.6165376,0.6299072,0.4360896,-4.021715,3.149536,-1.6474496,0.5329984,0.5814528,1.9866304,-0.2907264,-2.0350847,4.7000766,1.4051776,-5.6691647,1.5020864,2.3742657,-1.0659968,1.3567232,-2.2289023,-3.63408,-0.0484544,-0.0969088,0.8237248,0.7752704,-4.603168,0.0969088,-1.0175424,0.0484544,-4.942349,2.8588097,2.9557185,0.5814528,2.180448,1.5989952,-0.8237248,-0.5814528,-0.8237248,0.9206336,1.9866304,1.21136,2.8588097,-2.3742657,-0.969088,-2.8588097,-0.2907264,6.0568,1.695904,0.7752704,0.1453632,5.6691647,2.8103552,1.5989952,1.7928128,0.9206336,5.2815294,-0.5329984,5.1361666,0.726816,1.5989952,4.263987,-1.453632,-6.153709,-3.391808,-0.1453632,-0.0969088,0.6783616,0.0,-2.8588097,-2.2289023,-3.0526273,-0.969088,3.1979904,-2.5680833,0.5329984,-2.3258111,-0.4360896,1.0659968,-2.664992,-3.3433535,0.0,1.4051776,2.8588097,1.7443584,1.5505408,1.3082688,3.1010816,1.453632,-3.876352,-1.1144512,-1.453632,0.3391808,3.7309887,6.0083456,0.726816,-0.0969088,1.3567232,0.6299072,1.8897216,-0.6783616,0.5814528,-1.3567232,3.2948992,-0.0969088,-2.2773569,3.1010816,-5.8629823,-5.2815294,0.6783616,-2.0350847,-4.1670785,1.3567232,-0.2907264,-1.453632,3.7794433,0.5329984
POINT (-61.231751 -9.915769),C51L34,CORTE SELETIVO,2024,3.288417,-4.3126783,1.5633459,1.7789798,1.6711628,-1.0781696,2.3180647,1.7250713,1.6172544,2.9649663,0.6469017,0.21563391,-1.9407052,-1.8328882,0.7008102,-0.2695424,-3.827502,2.0485222,-1.239895,1.6711628,0.8086272,1.9946136,-0.43126783,-1.3477119,5.6064816,1.6711628,-6.091658,1.6711628,1.8867967,1.3477119,4.7978544,-3.0727832,-1.6711628,0.7547187,-0.16172543,0.59299326,2.8032408,-4.7978544,1.2938035,-2.1024306,0.0,-3.396234,2.1024306,1.6711628,-0.05390848,-0.7008102,1.5633459,-1.5094374,0.7008102,-2.7493324,1.9946136,4.420495,-0.8086272,2.371973,-0.21563391,-0.21563391,-3.6657765,-0.59299326,5.3908477,2.1563392,1.455529,2.0485222,1.2938035,3.9892273,0.7008102,2.587607,1.7789798,4.3126783,2.4258816,1.7789798,0.9164441,-2.4258816,4.6361294,-0.2695424,-4.043136,-1.8328882,1.132078,1.239895,1.132078,-0.21563391,-1.7250713,-3.935319,-2.3180647,-0.32345086,0.4851763,0.37735936,0.86253566,-0.37735936,1.5094374,0.10781696,-2.7493324,-1.8328882,-0.7008102,-1.0781696,2.587607,0.9703526,-0.6469017,2.4258816,5.4447565,0.4851763,-4.3665867,1.0781696,-0.32345086,-0.2695424,1.9407052,5.6603904,1.6711628,1.7789798,2.47979,0.4851763,1.1859865,-1.9407052,-1.5094374,-0.4851763,2.0485222,-0.32345086,-2.4258816,1.6711628,-4.6361294,-5.822116,0.2695424,-1.4016204,-6.846377,4.5822206,-2.1563392,0.2695424,2.4258816,1.6711628
POINT (-61.231858 -9.915603),C51L34,CORTE SELETIVO,2024,0.0,-1.2688873,1.586109,1.6495534,3.0453293,-0.5075549,2.2205527,2.5377746,1.2054429,3.3625512,-2.283997,-0.8247767,-2.0302196,-3.9335504,2.664663,0.06344436,-2.5377746,1.7129978,-1.0151098,-0.38066617,-0.63444364,2.7915518,-1.2688873,1.0785542,4.187328,1.0151098,-7.3595457,0.31722182,2.093664,3.172218,3.552884,-2.5377746,-0.06344436,0.76133233,3.9335504,-0.31722182,2.6012187,-3.1087737,-1.1419985,-2.0302196,-1.7129978,-1.1419985,3.0453293,2.664663,2.1571083,0.38066617,-1.3323315,0.57099926,1.776442,-2.6012187,2.3474414,5.5831037,1.2688873,2.5377746,0.888221,-1.9667752,-1.6495534,-3.552884,4.4411054,1.2054429,1.6495534,0.06344436,2.0302196,3.172218,1.2688873,0.69788796,0.12688872,3.2356625,2.3474414,2.5377746,1.3323315,1.0785542,3.870106,0.4441105,-6.2175474,-1.2054429,0.25377744,3.2356625,-0.4441105,-2.0302196,-0.63444364,-3.7432172,-2.1571083,-2.8549962,1.9667752,-1.0785542,3.870106,-1.586109,1.2688873,-0.25377744,-3.1087737,-1.4592203,-0.69788796,-0.888221,0.5075549,0.63444364,-0.63444364,0.12688872,4.8852158,-1.2688873,-3.9335504,-1.9667752,-1.7129978,-4.567994,3.0453293,7.042324,1.3957759,1.9033308,3.1087737,2.1571083,1.8398864,-1.4592203,-1.586109,-1.0785542,1.2688873,0.5075549,-0.4441105,1.4592203,-4.9486604,-7.105768,0.8247767,-1.1419985,-8.057434,4.250772,-4.5045495,-1.7129978,1.3957759,1.8398864
POINT (-61.24456 -9.905015),C51L34,CORTE SELETIVO,2024,4.1736135,-3.464887,2.9924023,1.0237166,-1.4174538,0.0,-0.15749486,4.1736135,-2.204928,6.457289,-0.551232,1.9686857,-0.8662217,-2.4411702,-2.1261806,3.0711498,-2.75616,1.4174538,0.62997943,2.362423,0.7874743,2.204928,2.362423,-1.2599589,3.5436344,2.2836754,-6.299794,2.6774125,1.1812115,-0.07874743,2.5199177,-1.8111908,-2.204928,-0.62997943,1.3387063,1.5749485,2.9924023,-2.1261806,-3.149897,-4.0948663,-0.2362423,-0.7874743,3.3861394,5.1185827,1.5749485,-0.4724846,2.1261806,-1.8899384,2.9924023,-0.31498972,-0.2362423,0.62997943,0.2362423,1.8899384,-1.2599589,2.204928,-2.9924023,-2.362423,5.433573,0.2362423,0.7874743,1.4174538,3.3861394,2.362423,-3.149897,-1.5749485,-2.4411702,1.1812115,1.2599589,1.4174538,0.31498972,-0.9449692,5.9848046,-2.1261806,-4.2523613,-1.0237166,1.8111908,2.5199177,3.5436344,2.9136548,-0.2362423,-1.8899384,-3.0711498,-0.39373714,-1.5749485,0.0,0.15749486,-2.75616,0.39373714,1.2599589,2.9136548,-0.9449692,1.0237166,1.102464,1.7324435,-0.15749486,-1.4174538,2.5986652,3.3861394,-2.1261806,-2.0474331,1.8899384,-2.9136548,0.31498972,4.961088,2.5986652,1.0237166,-1.3387063,-0.4724846,-0.551232,-0.39373714,-0.551232,-2.9136548,-3.858624,1.3387063,1.0237166,-4.961088,0.9449692,-2.5199177,-4.724846,-2.0474331,-1.3387063,-10.000923,2.362423,-1.6536961,-0.7874743,1.6536961,3.3861394
POINT (-61.236759 -9.904947),C51L34,CORTE SELETIVO,2024,-0.9821659,-5.205479,3.9286635,2.0625484,-2.2589815,0.7857327,2.4554145,5.1072626,-3.1429307,6.7769446,-0.9821659,1.178599,-0.5892995,-2.357198,-3.1429307,6.4822946,-0.6875161,0.0,2.160765,2.4554145,-0.19643317,1.178599,1.8661151,-0.49108294,-0.39286634,1.0803825,-5.5983453,6.875161,2.7500644,-0.49108294,2.160765,-1.6696819,-1.4732488,-2.9464977,-1.5714654,2.848281,4.2233133,0.9821659,-4.714396,-3.3393638,-1.7678986,0.0,1.8661151,5.696562,4.8126125,-1.0803825,4.714396,-1.7678986,0.29464975,-1.7678986,-2.848281,-0.5892995,-2.848281,3.1429307,0.5892995,-1.5714654,-2.4554145,-0.7857327,5.5983453,2.5536313,0.8839493,1.6696819,4.6161795,0.39286634,-4.4197464,-1.3750322,-2.6518478,-2.0625484,1.9643317,0.6875161,-0.6875161,2.357198,9.232359,-1.5714654,-3.2411473,-2.357198,0.0,2.4554145,4.8126125,2.0625484,0.49108294,-0.5892995,0.8839493,-0.29464975,-2.7500644,-1.6696819,2.5536313,-2.357198,2.5536313,-1.4732488,3.830447,3.1429307,0.49108294,-2.2589815,1.3750322,-2.160765,-4.6161795,2.5536313,2.0625484,-2.4554145,0.19643317,1.9643317,-3.0447142,0.5892995,4.714396,0.49108294,1.2768157,-1.7678986,-2.2589815,0.7857327,-0.9821659,-0.098216586,-1.4732488,-2.2589815,2.0625484,2.2589815,-7.857327,-2.7500644,0.19643317,-2.9464977,-0.6875161,-2.6518478,-12.473506,-0.6875161,1.2768157,0.19643317,3.2411473,2.4554145
POINT (-61.244794 -9.904917),C51L34,CORTE SELETIVO,2024,1.6894172,-5.631391,2.735247,2.735247,-2.8156955,0.724036,0.08044844,5.711839,-2.8156955,4.8269067,-0.724036,1.7698658,-0.32179376,-3.3788345,-3.298386,3.5397315,-2.011211,0.5631391,0.08044844,2.9765923,0.6435875,1.448072,1.1262782,-1.287175,4.5855613,1.448072,-6.677221,2.3330047,0.08044844,-0.48269063,0.08044844,-1.0458298,-2.9765923,-2.011211,1.0458298,-0.08044844,2.172108,-0.724036,-1.2067267,-1.448072,-1.2067267,0.724036,3.0570407,3.5397315,4.8269067,1.2067267,3.9419737,-0.724036,2.172108,-0.6435875,-0.32179376,-0.48269063,-1.287175,2.8156955,-1.3676234,-0.24134532,-2.172108,-0.724036,6.033633,-0.724036,2.2525563,1.0458298,3.9419737,2.9765923,-3.2179377,-2.2525563,-3.7810767,-2.2525563,2.0916595,1.2067267,0.5631391,2.0916595,4.907355,0.32179376,-3.4592829,-1.3676234,2.735247,1.1262782,2.57435,5.229149,-0.724036,-3.298386,-1.287175,-0.16089688,-0.724036,-2.172108,0.4022422,-3.298386,0.6435875,1.9307625,3.9419737,1.8503141,-0.32179376,-0.24134532,0.48269063,-0.08044844,-0.6435875,4.2637672,1.1262782,-0.724036,-1.6089689,1.0458298,-1.8503141,0.32179376,4.022422,1.448072,-0.5631391,-3.7006283,-1.1262782,-1.2067267,0.08044844,-1.7698658,-0.4022422,-4.5855613,2.011211,0.8044844,-2.3330047,0.0,-1.5285203,-2.3330047,-2.4134533,-2.4939017,-10.216952,0.0,-0.8044844,-1.6089689,2.011211,4.8269067
POINT (-61.236921 -9.904872),C51L34,CORTE SELETIVO,2024,-1.145843,-6.2066503,3.4375293,1.8142515,-3.1510684,0.85938233,2.578147,5.4427547,-2.48266,7.543467,-0.9548693,0.66840845,-0.28646076,-1.7187647,-3.914964,7.0660324,-0.095486924,0.095486924,2.6736338,2.291686,-0.66840845,1.3368169,2.48266,-0.66840845,0.28646076,1.9097385,-5.6337285,6.588598,2.0052254,-0.9548693,2.3871732,-1.5277908,-2.48266,-2.1961992,-3.0555816,3.0555816,4.869833,0.095486924,-5.9201894,-3.4375293,-1.5277908,-0.9548693,1.5277908,6.015676,4.2969117,-1.5277908,4.869833,-1.8142515,0.28646076,-2.0052254,-2.1007123,-1.0503561,-3.3420424,2.9600947,0.47743464,-0.7638954,-3.4375293,-1.8142515,5.9201894,1.8142515,2.578147,1.3368169,4.96532,0.28646076,-4.4878855,-2.0052254,-2.3871732,-2.578147,2.1007123,1.145843,0.0,2.1007123,9.548693,-1.24133,-3.3420424,-3.1510684,0.19097385,1.4323039,4.2014246,2.578147,0.0,-0.7638954,1.5277908,-0.7638954,-1.9097385,-2.1961992,2.6736338,-1.8142515,2.1961992,-0.9548693,4.3923984,3.3420424,-0.095486924,-2.3871732,0.7638954,-1.9097385,-4.3923984,2.0052254,3.1510684,-2.578147,-0.3819477,2.1007123,-3.1510684,0.3819477,4.7743464,0.9548693,0.85938233,-2.291686,-1.3368169,1.145843,-1.24133,-0.19097385,-0.9548693,-2.7691207,2.0052254,2.6736338,-7.257006,-2.0052254,0.66840845,-1.5277908,-1.24133,-3.0555816,-12.12684,-0.85938233,1.3368169,-1.24133,3.3420424,2.9600947
POINT (-61.230039 -9.901917),C51L34,CORTE SELETIVO,2024,2.0320568,-1.5804887,0.79024434,2.7094092,2.144949,-0.4515682,1.9756109,0.62090623,2.370733,4.68502,-0.16933808,-0.62090623,-3.4996533,-2.370733,-0.5644602,0.16933808,-3.6125455,2.427179,-3.3867614,2.0320568,0.2257841,2.483625,-1.7498267,-1.4675967,6.0961704,-0.62090623,-6.942861,1.6369346,1.3547046,1.9191648,3.4432075,-1.6933807,-1.4111506,-0.056446023,2.2013948,0.056446023,3.4432075,-4.0641136,0.2822301,-0.11289205,0.84669036,-2.540071,2.540071,2.2578409,0.4515682,-0.79024434,0.39512217,-0.4515682,0.4515682,-4.0076675,1.2982585,3.2174234,0.39512217,2.6529632,1.6369346,-1.1289204,-3.1045313,-0.5080142,4.628574,3.3867614,3.0480852,1.0724745,2.6529632,4.233452,2.088503,3.0480852,1.5240426,2.2013948,2.596517,2.088503,0.6773523,-1.4675967,3.2174234,-0.9031364,-5.3623724,-0.16933808,1.4111506,1.2982585,1.0160284,-3.1609774,-2.2013948,-2.8223011,-3.0480852,-1.4675967,1.6369346,0.11289205,0.5644602,0.16933808,1.6369346,-0.9595824,-1.6369346,-1.6369346,-2.370733,-0.16933808,0.9031364,0.39512217,-0.9031364,1.7498267,5.8703866,1.1853665,-3.5560994,-1.8627188,-2.2013948,-1.7498267,3.8383296,5.8703866,1.3547046,1.3547046,2.314287,2.2578409,1.5240426,-1.5804887,-1.9756109,0.11289205,2.314287,-0.39512217,-2.427179,-0.5644602,-4.289898,-6.378401,0.39512217,-1.6933807,-7.168645,5.023696,-1.6933807,-0.5644602,0.7337983,1.1289204
POINT (-61.229493 -9.901304),C51L34,CORTE SELETIVO,2024,4.588806,-3.5458956,2.085821,3.389459,0.57360077,-0.4693097,0.73003733,2.085821,2.7637126,2.7637126,1.4600747,-0.15643656,-1.7208022,-1.6165112,1.5643656,0.20858209,-4.4845147,2.294403,-3.0244403,3.5458956,0.9907649,1.5643656,0.2607276,-1.3036381,5.996735,0.31287313,-5.3188434,3.1808767,2.3465486,-0.36501867,3.2330225,-2.2422574,-3.1287313,-0.4693097,-0.052145522,0.73003733,2.6594217,-6.6224813,1.2514925,-2.4508395,0.62574625,-4.693097,2.7115672,1.7208022,0.36501867,0.36501867,2.4508395,-1.5643656,-0.052145522,-3.1808767,0.36501867,3.7544775,0.6778918,2.5551305,-0.7821828,0.9907649,-3.6501865,-0.31287313,5.892444,2.9722948,1.0950559,1.8772388,3.9630597,3.4416044,1.7208022,1.8250933,1.9815298,3.0244403,1.3557836,1.6165112,-0.052145522,-0.57360077,5.5274253,-0.104291044,-2.7637126,-3.1287313,-0.4693097,0.36501867,0.9386194,-0.7821828,-2.2422574,-3.389459,-1.0950559,0.20858209,0.6778918,-1.6165112,0.5214552,0.9907649,3.1287313,0.052145522,-2.398694,-2.2422574,-0.5214552,-0.57360077,2.4508395,0.2607276,0.7821828,1.3557836,4.4845147,3.0765858,-4.4845147,1.3557836,-1.2514925,0.4693097,2.9722948,4.901679,1.4079291,2.085821,2.3465486,0.6778918,2.502985,-0.8864739,0.6778918,-1.199347,2.8158581,-1.8772388,-1.5643656,1.9815298,-4.901679,-4.6409516,1.3036381,-1.199347,-4.1194963,4.7452426,-1.8250933,0.4693097,2.6594217,0.8864739
POINT (-61.236036 -9.900475),C51L34,CORTE SELETIVO,2024,-2.385617,-5.8084593,2.6967845,2.4893396,-3.007952,1.3483922,0.5186124,5.0824018,-1.9707272,5.9121814,-0.7260574,0.0,0.10372248,-3.1116745,-4.356344,7.882909,-1.4521148,0.20744497,2.9042296,1.5558373,-0.6223349,0.7260574,0.7260574,-0.7260574,0.5186124,3.422842,-6.1196265,5.9121814,1.1409473,-1.6595597,1.5558373,-2.385617,-3.3191195,-2.800507,-3.5265644,1.2446698,3.422842,0.6223349,-4.5637894,-4.460067,-1.7632822,-1.8670046,1.8670046,5.601014,4.2526217,0.41488993,5.2898464,-3.1116745,-0.82977986,-1.9707272,-2.6967845,-0.9335023,-1.8670046,2.800507,1.5558373,-1.8670046,-3.3191195,-0.10372248,6.3270717,1.6595597,2.9042296,0.20744497,5.4972916,1.1409473,-4.2526217,-2.5930622,-1.8670046,-2.6967845,3.1116745,2.178172,0.0,2.9042296,10.061081,-1.5558373,-5.0824018,-4.356344,-2.4893396,2.5930622,4.8749566,2.178172,-0.9335023,-0.10372248,1.5558373,-0.10372248,-1.3483922,-2.2818947,2.4893396,-2.5930622,2.6967845,-2.385617,3.1116745,3.3191195,-1.5558373,-0.7260574,1.6595597,-3.3191195,-4.148899,2.2818947,2.0744495,-3.630287,0.10372248,1.2446698,-2.5930622,1.2446698,3.7340093,-0.6223349,1.6595597,-4.356344,-3.1116745,-0.5186124,-0.41488993,-0.10372248,-0.9335023,-3.1116745,2.0744495,2.4893396,-7.1568513,-3.007952,0.6223349,-2.4893396,0.31116745,-2.0744495,-13.172755,-0.7260574,0.0,-1.5558373,2.4893396,4.045177
POINT (-61.249469 -9.895189),C51L34,CORTE SELETIVO,2024,4.604231,-3.4531732,2.8776443,3.191569,0.31392482,0.052320804,-0.15696241,-1.7789073,0.052320804,5.022797,-1.046416,-1.0987369,-2.6160402,-1.8312281,-0.31392482,-1.8312281,-2.5637195,2.9822857,-1.8312281,2.720682,1.046416,2.406757,1.883549,-0.31392482,3.5054939,2.3544362,-3.4008522,2.092832,0.7848121,0.10464161,0.523208,-2.5113986,-1.7789073,-0.88945365,-0.261604,2.7730026,1.883549,-3.2962108,0.9417745,-1.4649825,-0.15696241,-6.330817,3.1392484,-0.62784964,-0.052320804,-1.1510577,1.8312281,-1.5696242,1.4126617,-2.406757,2.668361,1.8312281,-2.145153,-0.57552886,2.2497945,-0.88945365,-4.290306,-1.4126617,4.9181557,-0.523208,-0.10464161,1.883549,-0.052320804,3.191569,1.4649825,2.406757,3.191569,1.883549,1.7265866,2.0405114,0.62784964,-1.6742657,2.9822857,-2.3021154,-0.88945365,-1.2556993,3.4008522,1.046416,2.9822857,-2.2497945,-1.9358698,-1.9358698,-6.644742,-2.145153,0.15696241,-1.046416,1.5173033,-1.2033786,0.20928322,0.36624563,-1.6742657,-3.0346067,2.668361,0.36624563,2.092832,3.3485315,-1.7789073,3.0346067,5.807609,-2.2497945,-3.6101356,-1.5173033,1.0987369,-1.2033786,0.15696241,3.8194187,0.7848121,-1.883549,3.5578146,-0.47088724,0.62784964,-1.7265866,-1.4649825,-1.7265866,2.668361,0.47088724,-4.1333437,3.2438898,-3.1392484,-1.4126617,-1.7265866,-4.028702,-5.5460052,3.0869274,-3.976381,0.6801705,1.2556993,0.36624563
