geometry,tile,year,label,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63
POINT (-58.93482761418112 -2.6126152565690104),C60L63,2024,CORTE SELETIVO,-0.05536332179930796,-0.05173394848135333,-0.03844675124951941,-0.14173010380622836,-0.05536332179930796,-0.012056901191849288,-0.07535563244905807,0.13016532103037293,0.05911572472126105,0.04822760476739715,0.11374086889657825,0.05911572472126105,0.012056901191849288,-0.07111111111111111,0.002214532871972318,-0.03844675124951941,-0.07535563244905807,-0.044844290657439445,0.03254133025759323,-0.17279507881584008,0.06698961937716265,0.05911572472126105,0.09842368319876971,0.21413302575932336,0.08421376393694734,0.09842368319876971,0.21413302575932336,0.010396001537870049,0.03543252595155709,0.01574778931180315,0.11909265667051133,-0.19986159169550174,-0.19986159169550174,-6.151480199923106e-05,-0.21413302575932336,-0.08882737408688965,-0.09842368319876971,0.007443291041906958,-0.17279507881584008,0.07972318339100345,-0.019930795847750864,0.22145328719723184,0.16633602460592078,-0.06698961937716265,0.1085121107266436,-0.07111111111111111,-0.14769703960015382,0.16633602460592078,-0.07111111111111111,-0.15378700499807765,0.2679584775086506,0.022206843521722412,0.07111111111111111,0.11374086889657825,0.15378700499807765,0.1929104190695886,0.2288965782391388,0.0015378700499807767,0.3014225297962323,0.05536332179930796,0.2288965782391388,-0.16000000000000003,0.11374086889657825,-0.006151480199923107
POINT (-58.95135661540892 -2.5975235597958024),C60L63,2024,CORTE SELETIVO,-0.07972318339100345,0.010396001537870049,-0.08421376393694734,-0.11374086889657825,-0.04822760476739715,0.017777777777777778,-0.04822760476739715,0.08882737408688965,-0.007443291041906958,0.04822760476739715,0.15378700499807765,0.044844290657439445,0.006151480199923107,-0.1085121107266436,0.044844290657439445,-0.10340638216070744,-0.07972318339100345,-0.06698961937716265,0.017777777777777778,-0.11374086889657825,0.08882737408688965,0.012056901191849288,0.17937716262975778,0.2364628988850442,0.13588619761630144,0.13588619761630144,0.2364628988850442,-0.03844675124951941,-0.0271280276816609,0.06698961937716265,0.15378700499807765,-0.15378700499807765,-0.12456747404844293,-0.008858131487889272,-0.2364628988850442,-0.07972318339100345,-0.13016532103037293,-0.044844290657439445,-0.17937716262975778,0.09842368319876971,-0.01574778931180315,0.2069357939254133,0.13016532103037293,-0.06698961937716265,0.16000000000000003,-0.044844290657439445,-0.06698961937716265,0.06698961937716265,-0.05173394848135333,-0.11909265667051133,0.29287197231833906,0.024605920799692427,0.017777777777777778,0.15378700499807765,0.14769703960015382,0.17937716262975778,0.22145328719723184,0.022206843521722412,0.31009611687812383,-0.03844675124951941,0.17937716262975778,-0.16633602460592078,0.13588619761630144,0.010396001537870049
POINT (-58.95306341444875 -2.68070755510527),C60L63,2024,CORTE SELETIVO,-0.05911572472126105,-0.029773164167627833,-0.024605920799692427,-0.13016532103037293,-0.04822760476739715,0.044844290657439445,-0.01574778931180315,0.06698961937716265,-0.04822760476739715,0.09842368319876971,0.15378700499807765,0.09356401384083046,0.004982698961937716,-0.08421376393694734,0.007443291041906958,-0.09356401384083046,-0.13588619761630144,-0.01574778931180315,0.08421376393694734,-0.05911572472126105,0.09842368319876971,0.08421376393694734,0.2364628988850442,0.2761399461745483,0.08421376393694734,0.09356401384083046,0.21413302575932336,-0.017777777777777778,-0.019930795847750864,-0.012056901191849288,0.12456747404844293,-0.16633602460592078,-0.14769703960015382,-0.044844290657439445,-0.16000000000000003,-0.0629911572472126,-0.13016532103037293,-0.05911572472126105,-0.2519646289888504,0.044844290657439445,-0.06698961937716265,0.2069357939254133,0.15378700499807765,-0.06698961937716265,0.17937716262975778,-0.006151480199923107,-0.11909265667051133,-0.041584006151480196,-0.03844675124951941,-0.06698961937716265,0.2599000384467512,0.044844290657439445,0.01384083044982699,0.16633602460592078,0.09842368319876971,0.186082276047674,0.19986159169550174,0.003014225297962322,0.28444444444444444,-0.01574778931180315,0.16633602460592078,-0.17279507881584008,0.15378700499807765,-0.08882737408688965
POINT (-58.95378206667604 -2.674688842701669),C60L63,2024,CORTE SELETIVO,-0.044844290657439445,-0.044844290657439445,-0.07535563244905807,-0.12456747404844293,-0.05536332179930796,-0.05173394848135333,-0.03844675124951941,0.07535563244905807,-0.022206843521722412,0.14769703960015382,0.07972318339100345,0.13588619761630144,0.012056901191849288,-0.11909265667051133,0.004982698961937716,-0.13588619761630144,-0.14769703960015382,-0.04822760476739715,0.10340638216070744,-0.08882737408688965,0.09842368319876971,0.03543252595155709,0.28444444444444444,0.3014225297962323,0.14173010380622836,0.024605920799692427,0.186082276047674,-0.03844675124951941,-0.024605920799692427,-0.008858131487889272,0.17279507881584008,-0.19986159169550174,-0.13588619761630144,-0.11909265667051133,-0.17937716262975778,-0.044844290657439445,-0.11909265667051133,-0.1085121107266436,-0.1929104190695886,0.08421376393694734,-0.03254133025759323,0.24415224913494812,0.12456747404844293,-0.08421376393694734,0.14769703960015382,-0.0629911572472126,-0.14173010380622836,-0.08421376393694734,-0.017777777777777778,-0.03844675124951941,0.29287197231833906,0.07535563244905807,0.03543252595155709,0.11374086889657825,0.024605920799692427,0.16000000000000003,0.17937716262975778,0.003936947327950788,0.22145328719723184,-0.0271280276816609,0.12456747404844293,-0.16633602460592078,0.05911572472126105,0.000984236831987697
POINT (-58.95360240361922 -2.6745091796448452),C60L63,2024,CORTE SELETIVO,-0.04822760476739715,-0.01574778931180315,-0.09356401384083046,-0.11909265667051133,-0.05173394848135333,-0.06698961937716265,-0.04822760476739715,0.06698961937716265,-0.03844675124951941,0.14769703960015382,0.07111111111111111,0.14769703960015382,0.004982698961937716,-0.14173010380622836,0.004982698961937716,-0.14769703960015382,-0.14769703960015382,-0.05536332179930796,0.11374086889657825,-0.06698961937716265,0.11374086889657825,0.019930795847750864,0.29287197231833906,0.3278123798539023,0.15378700499807765,0.041584006151480196,0.186082276047674,-0.05173394848135333,-0.0271280276816609,-0.022206843521722412,0.19986159169550174,-0.19986159169550174,-0.09356401384083046,-0.13016532103037293,-0.14769703960015382,-0.04822760476739715,-0.11374086889657825,-0.12456747404844293,-0.186082276047674,0.06698961937716265,-0.041584006151480196,0.2288965782391388,0.1085121107266436,-0.07972318339100345,0.15378700499807765,-0.05173394848135333,-0.13588619761630144,-0.08421376393694734,-0.01384083044982699,-0.007443291041906958,0.28444444444444444,0.07111111111111111,0.019930795847750864,0.12456747404844293,0.029773164167627833,0.13588619761630144,0.17937716262975778,-0.003014225297962322,0.1929104190695886,-0.05911572472126105,0.1085121107266436,-0.17279507881584008,0.03254133025759323,0.008858131487889272
POINT (-58.965100839255946 -2.6623819233092316),C60L63,2024,CORTE SELETIVO,-0.06698961937716265,-0.03844675124951941,-0.09356401384083046,-0.1085121107266436,-0.03543252595155709,-0.09842368319876971,-0.06698961937716265,0.0629911572472126,-0.03254133025759323,0.13588619761630144,0.07972318339100345,0.13588619761630144,0.008858131487889272,-0.13588619761630144,-0.03254133025759323,-0.14769703960015382,-0.15378700499807765,-0.04822760476739715,0.12456747404844293,-0.06698961937716265,0.11909265667051133,0.044844290657439445,0.2761399461745483,0.3188927335640138,0.13588619761630144,0.05173394848135333,0.17279507881584008,-0.03254133025759323,-0.022206843521722412,-0.05536332179930796,0.2069357939254133,-0.22145328719723184,-0.14173010380622836,-0.10340638216070744,-0.16633602460592078,-0.06698961937716265,-0.11909265667051133,-0.07972318339100345,-0.17279507881584008,0.0629911572472126,-0.029773164167627833,0.2364628988850442,0.13588619761630144,-0.07535563244905807,0.11909265667051133,-0.0629911572472126,-0.13588619761630144,-0.05536332179930796,-0.03543252595155709,-0.029773164167627833,0.2599000384467512,0.07111111111111111,0.07111111111111111,0.13016532103037293,0.03844675124951941,0.16633602460592078,0.16000000000000003,0.017777777777777778,0.1929104190695886,-0.04822760476739715,0.14173010380622836,-0.17937716262975778,0.0271280276816609,-0.01384083044982699
POINT (-58.96105842047741 -2.6573513577181624),C60L63,2024,CORTE SELETIVO,-0.07111111111111111,-0.003936947327950788,-0.017777777777777778,-0.14769703960015382,-0.05911572472126105,0.044844290657439445,-0.024605920799692427,0.07535563244905807,-0.029773164167627833,0.04822760476739715,0.14173010380622836,0.1085121107266436,0.03543252595155709,-0.11374086889657825,0.01384083044982699,-0.12456747404844293,-0.12456747404844293,-0.03254133025759323,0.10340638216070744,-0.05536332179930796,0.07972318339100345,0.03844675124951941,0.24415224913494812,0.2599000384467512,0.0629911572472126,0.09842368319876971,0.2069357939254133,-0.03254133025759323,-0.03543252595155709,-0.024605920799692427,0.14769703960015382,-0.14173010380622836,-0.09356401384083046,-0.0629911572472126,-0.14769703960015382,-0.029773164167627833,-0.16000000000000003,-0.09356401384083046,-0.2519646289888504,0.04822760476739715,-0.04822760476739715,0.2069357939254133,0.13016532103037293,-0.05911572472126105,0.14173010380622836,-0.03543252595155709,-0.13016532103037293,-0.0271280276816609,-0.044844290657439445,-0.11374086889657825,0.2679584775086506,0.05536332179930796,0.004982698961937716,0.16000000000000003,0.09842368319876971,0.17279507881584008,0.21413302575932336,0.006151480199923107,0.3188927335640138,-0.01574778931180315,0.15378700499807765,-0.19986159169550174,0.13016532103037293,-0.1085121107266436
POINT (-58.95899229532394 -2.656542873962455),C60L63,2024,CORTE SELETIVO,-0.11909265667051133,-0.012056901191849288,-0.05911572472126105,-0.10340638216070744,-0.07972318339100345,-0.0271280276816609,-0.03254133025759323,0.11374086889657825,-0.01574778931180315,0.07111111111111111,0.09356401384083046,0.06698961937716265,0.022206843521722412,-0.11374086889657825,0.041584006151480196,-0.13588619761630144,-0.08882737408688965,-0.05911572472126105,0.07972318339100345,-0.07535563244905807,0.08882737408688965,-0.004982698961937716,0.2519646289888504,0.2599000384467512,0.14769703960015382,0.12456747404844293,0.24415224913494812,-0.05536332179930796,-0.022206843521722412,-0.04822760476739715,0.2069357939254133,-0.15378700499807765,-0.11374086889657825,-0.044844290657439445,-0.1085121107266436,-0.05911572472126105,-0.13016532103037293,-0.05536332179930796,-0.2519646289888504,0.024605920799692427,-0.012056901191849288,0.1929104190695886,0.1085121107266436,-0.08421376393694734,0.17279507881584008,-0.05911572472126105,-0.11374086889657825,0.024605920799692427,-0.024605920799692427,-0.06698961937716265,0.2761399461745483,0.05911572472126105,0.012056901191849288,0.17279507881584008,0.11374086889657825,0.16633602460592078,0.21413302575932336,0.0005536332179930795,0.2761399461745483,-0.044844290657439445,0.13588619761630144,-0.19986159169550174,0.06698961937716265,0.007443291041906958
POINT (-58.968694100392426 -2.6537580965816843),C60L63,2024,CORTE SELETIVO,-0.09842368319876971,0.022206843521722412,0.003936947327950788,-0.13588619761630144,-0.05173394848135333,0.03844675124951941,0.000984236831987697,0.09842368319876971,-0.010396001537870049,0.03254133025759323,0.13588619761630144,0.08882737408688965,0.029773164167627833,-0.11374086889657825,0.017777777777777778,-0.11909265667051133,-0.13016532103037293,-0.044844290657439445,0.08421376393694734,-0.0629911572472126,0.07535563244905807,0.07972318339100345,0.2364628988850442,0.2599000384467512,0.07972318339100345,0.11909265667051133,0.22145328719723184,-0.03844675124951941,-0.01574778931180315,-0.03543252595155709,0.17279507881584008,-0.186082276047674,-0.14769703960015382,-0.0271280276816609,-0.14173010380622836,-0.024605920799692427,-0.09842368319876971,-0.03254133025759323,-0.2761399461745483,0.024605920799692427,-0.0271280276816609,0.2364628988850442,0.13588619761630144,-0.03844675124951941,0.16633602460592078,-0.017777777777777778,-0.16000000000000003,-0.01574778931180315,-0.03254133025759323,-0.09356401384083046,0.2288965782391388,0.0629911572472126,0.019930795847750864,0.186082276047674,0.11909265667051133,0.17937716262975778,0.19986159169550174,-0.01384083044982699,0.2761399461745483,-0.0271280276816609,0.14173010380622836,-0.1929104190695886,0.11374086889657825,-0.05536332179930796
POINT (-58.9685144373356 -2.6535784335248604),C60L63,2024,CORTE SELETIVO,-0.07535563244905807,-0.017777777777777778,-0.010396001537870049,-0.14173010380622836,-0.044844290657439445,0.010396001537870049,-0.017777777777777778,0.1085121107266436,0.0015378700499807767,0.06698961937716265,0.11374086889657825,0.09842368319876971,0.024605920799692427,-0.09842368319876971,0.006151480199923107,-0.11374086889657825,-0.13016532103037293,-0.017777777777777778,0.09356401384083046,-0.07972318339100345,0.08882737408688965,0.08882737408688965,0.22145328719723184,0.2519646289888504,0.06698961937716265,0.08421376393694734,0.186082276047674,0.00024605920799692423,0.002214532871972318,-0.03543252595155709,0.16000000000000003,-0.19986159169550174,-0.186082276047674,-0.010396001537870049,-0.16000000000000003,-0.03844675124951941,-0.09842368319876971,-0.041584006151480196,-0.24415224913494812,0.05173394848135333,-0.0271280276816609,0.2519646289888504,0.16000000000000003,-0.04822760476739715,0.15378700499807765,-0.044844290657439445,-0.17937716262975778,-0.012056901191849288,-0.044844290657439445,-0.07972318339100345,0.2519646289888504,0.0629911572472126,0.05911572472126105,0.15378700499807765,0.1085121107266436,0.21413302575932336,0.2069357939254133,0.007443291041906958,0.2599000384467512,0.01384083044982699,0.17937716262975778,-0.186082276047674,0.10340638216070744,-0.05173394848135333
